Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
Q58L96,UniRef50_Q56VR3,3.4.21.6,Eukaryota,AAX37260.1
A8YTI2,UniRef50_Q57396,3.6.4.12,Bacteria,ABX26638.1
Q9M2U3,UniRef50_Q9M2U3,3.1.-.-,Eukaryota,BAC42035.1
Q72SC3,UniRef50_Q8F3A1,6.3.5.7,Bacteria,AAS70059.1
P24886,UniRef50_P24886,7.1.1.2,Eukaryota,AAO16428.1
A7NNY4,UniRef50_A9WAR0,2.1.2.9,Bacteria,ABU59279.1
B0BXY6,UniRef50_Q9ZD90,5.3.3.2,Bacteria,ABY72712.1
P35683,UniRef50_Q02748,3.6.4.13,Eukaryota,BAD54014.1
G4FEF4,UniRef50_G4FEF4,3.2.1.22,Bacteria,AGL50123.1
Q6K669,UniRef50_Q6K669,3.4.11.1; 3.4.11.5,Eukaryota,BAD19673.1
Q9H3Q3,UniRef50_Q9H3Q3,2.8.2.-,Eukaryota,BAB16844.1
Q5ZKP6,UniRef50_P03958,3.5.4.4,Eukaryota,CAG31697.1
Q1CCH5,UniRef50_P50002,7.1.2.2,Bacteria,EEO74904.1
Q03K98,UniRef50_Q5XB25,3.1.11.6,Bacteria,ABJ66374.1
A0KCQ9,UniRef50_Q086F9,2.4.2.4,Bacteria,ABK12972.1
Q12972,UniRef50_Q12972,3.1.4.-,Eukaryota,AAD22486.1
F6TQD1,UniRef50_F6TQD1,2.3.2.-,Eukaryota,BAC40927.1
D4AU29,UniRef50_E9F8L8,2.6.1.-,Eukaryota,EFE33482.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAK17361.1
Q02AZ6,UniRef50_Q02AZ6,2.4.1.182,Bacteria,ABJ81770.1
O00187,UniRef50_O00187,3.4.21.104,Eukaryota,CAB50730.1
Q9NB31,UniRef50_Q9NB31,2.7.11.1,Eukaryota,CCD65403.1
P0AFQ7,UniRef50_P0AFQ9,3.1.-.-,Bacteria,AAC74184.1
Q83PJ4,UniRef50_Q8ZKW4,6.3.1.1,Bacteria,AAP18933.1
P87207,UniRef50_P87207,2.4.1.-,Eukaryota,CAA73985.1
Q9SW44,UniRef50_Q9SW44,3.6.4.13,Eukaryota,CAB45452.1
B2UCV2,UniRef50_Q3K6L0,2.7.2.11,Bacteria,ACD28187.1
Q5NG68,UniRef50_B0U0E9,3.1.-.-,Bacteria,CAG45619.1
B2U7X2,UniRef50_Q9WYZ1,3.4.25.2,Bacteria,ACD28825.1
Q9LIR4,UniRef50_Q9LIR4,4.2.1.9,Eukaryota,AEE76835.1
P53779,UniRef50_P53779,2.7.11.24,Eukaryota,BAG51956.1
A5F0U5,UniRef50_Q9KL20,2.1.1.189,Bacteria,ABQ18716.1
A5UBF4,UniRef50_P43851,6.3.2.6,Bacteria,ABQ98105.1
P35576,UniRef50_P35576,3.1.3.9,Eukaryota,AAC52122.1
B0KFS9,UniRef50_Q9K0Y6,2.7.8.13,Bacteria,ABZ00402.1
B0BYC4,UniRef50_Q9ZCX5,2.7.8.7,Bacteria,ABY72850.1
Q8CWR0,UniRef50_Q8CWR0,6.3.5.5,Bacteria,AAK99956.1
Q1RHU4,UniRef50_Q9A7K3,6.3.4.2,Bacteria,ABE05070.1
O66576,UniRef50_O66576,2.4.2.18,Bacteria,AAC06519.1
P0A6T3,UniRef50_Q83M01,2.7.1.6,Bacteria,AAB17019.1
B2K4I4,UniRef50_P07691,4.1.1.23,Bacteria,ACC89180.1
O22841,UniRef50_O22841,3.2.1.14,Eukaryota,AAB64044.1
P49768,UniRef50_P49768,3.4.23.-,Eukaryota,AAB46371.1
P55345,UniRef50_P55345,2.1.1.319,Eukaryota,EAX09265.1
O00764,UniRef50_O00764,2.7.1.35,Eukaryota,AAH00123.1
Q8PDD1,UniRef50_Q3BYI0,2.4.1.18,Bacteria,AAM39727.1
P41376,UniRef50_P41377,3.6.4.13,Eukaryota,AAM63951.1
A1TWU4,UniRef50_B9MMB0,6.3.4.20,Bacteria,ABM17213.1
Q740F6,UniRef50_Q0SI65,3.2.2.-,Bacteria,AAS03712.1
Q8R1K4,UniRef50_Q8IUZ5,4.2.3.134,Eukaryota,AAH24461.1
P11217,UniRef50_P06737,2.4.1.1,Eukaryota,AAC17451.1
Q57LW6,UniRef50_Q9KT58,4.2.1.17; 5.1.2.3; 1.1.1.35,Bacteria,AAX66296.1
Q03426,UniRef50_Q03426,2.7.1.36,Eukaryota,AAB59362.1
Q2JVI1,UniRef50_P74494,2.7.4.6,Bacteria,ABC99258.1
Q9FFX0,UniRef50_Q9FFX0,3.4.21.-,Eukaryota,AAS99706.1
Q3KLQ4,UniRef50_Q6MEN1,6.1.1.17,Bacteria,AAX50718.1
O80400,UniRef50_O80400,2.3.1.156,Eukaryota,BAB12102.1
B9J587,UniRef50_P46107,3.4.19.3,Bacteria,ACM13329.1
A9MTV4,UniRef50_Q8X6X6,2.4.1.18,Bacteria,ABX69709.1
A3MZ70,UniRef50_Q5ZRJ9,6.1.1.10,Bacteria,ABN73456.1
Q9BX68,UniRef50_Q9BX68,3.-.-.-,Eukaryota,AAH47737.1
P69302,UniRef50_P23633,7.1.1.2,Eukaryota,CAA32179.1
P23738,UniRef50_P19113,4.1.1.22,Eukaryota,AAB29093.1
Q8GXB7,UniRef50_Q5XJ57,2.1.1.33,Eukaryota,BAC42938.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAK17556.1
Q1GI80,UniRef50_Q2RTG6,6.1.1.19,Bacteria,ABF63636.1
Q30UH5,UniRef50_Q9PMG4,6.3.4.4,Bacteria,ABB43356.1
B1X765,UniRef50_P58127,6.5.1.4,Bacteria,ACB04477.1
O76459,UniRef50_O76264,3.2.1.1,Eukaryota,AAC39103.1
P46196,UniRef50_P46196,2.7.11.24,Eukaryota,AAI33589.2
A5VQD7,UniRef50_Q8G0U3,2.7.4.9,Bacteria,ABQ60215.1
Q09MC0,UniRef50_P56753,7.1.1.-,Eukaryota,ABI49077.1
P11928,UniRef50_P00973,2.7.7.84,Eukaryota,CAA41105.1
B5R9A5,UniRef50_P43826,6.3.1.-,Bacteria,CAR39953.1
Q97T98,UniRef50_Q8DRM0,6.3.4.13,Bacteria,AAK74240.1
Q31FB1,UniRef50_A4SGT2,5.4.3.8,Bacteria,ABB42162.1
P16861,UniRef50_P16861,2.7.1.11,Eukaryota,DAA08331.1
Q2YWW6,UniRef50_Q49WE6,2.4.1.315,Bacteria,CAI80571.1
P11245,UniRef50_P11245,2.3.1.5,Eukaryota,ABC26064.1
Q7Y0C8,UniRef50_Q7Y0C8,4.2.1.92,Eukaryota,BAD08330.1
Q9LIR4,UniRef50_Q9LIR4,4.2.1.9,Eukaryota,AEE76834.1
P23634,UniRef50_P23634,7.2.2.10,Eukaryota,AAB17580.1
A4IPN9,UniRef50_P37944,2.7.1.71,Bacteria,ABO67293.1
B1LEI8,UniRef50_Q327L3,5.4.2.7,Bacteria,ACB18369.1
P16332,UniRef50_P22033,5.4.99.2,Eukaryota,BAE27064.1
A0A0H3JGH6,UniRef50_A0A0H3JGH6,5.1.1.13; 5.1.1.3,Bacteria,BAB37120.1
Q27974,UniRef50_O75061,3.1.3.48,Eukaryota,AAA79037.1
A4Y4H1,UniRef50_Q8EHB5,2.7.1.170,Bacteria,ABP74854.1
P43123,UniRef50_P43123,2.7.7.23,Eukaryota,CAA64910.1
P20077,UniRef50_P51069,2.3.1.95,Eukaryota,CAA44186.1
Q8TGA0,UniRef50_P16861,2.7.1.11,Eukaryota,AAL82590.2
O27139,UniRef50_Q59072,2.5.1.73,Archaea,AAB85556.1
Q8XCC6,UniRef50_Q8XCC6,2.7.8.-,Bacteria,AAG56104.1
Q18KE9,UniRef50_Q5V0J7,3.4.-.-,Archaea,CAJ51502.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAK17634.1
O05208,UniRef50_O05208,5.6.2.2,Archaea,CAA71605.1
Q31G45,UniRef50_Q31G45,2.7.4.22,Bacteria,ABB41878.1
Q85CT7,UniRef50_Q85CT7,7.1.1.-,Eukaryota,BAC55404.1
Q02896,UniRef50_Q02896,3.5.1.-,Eukaryota,AAG22594.1
P10401,UniRef50_P10401,2.7.7.49,Eukaryota,AAA70219.1
P47480,UniRef50_P47480,5.2.1.8,Bacteria,AAD10591.1
Q2UQI6,UniRef50_Q4WRV2,3.6.4.13,Eukaryota,BAE56179.1
Q1C823,UniRef50_Q6D483,2.1.3.-,Bacteria,ABG13399.1
Q8R9J9,UniRef50_Q5JG28,3.5.2.9,Bacteria,AAM24812.1
P0A008,UniRef50_Q8KU73,7.2.2.6,Bacteria,BAA82181.1
P43538,UniRef50_P43538,3.6.4.12,Eukaryota,BAA09175.1
Q6KZH9,UniRef50_Q6KZH9,2.5.1.3,Archaea,AAT43873.1
C4XIR3,UniRef50_B1X4D6,6.3.5.-,Bacteria,BAH76631.1
Q9FWT2,UniRef50_Q9FWT2,2.3.2.23,Eukaryota,AAY44856.1
A6H684,UniRef50_A6H684,2.4.1.-,Eukaryota,AAI45150.1
Q8ZJ80,UniRef50_Q8EKQ9,2.1.2.9,Bacteria,CAL18924.1
Q84W56,UniRef50_Q84W56,3.1.-.-,Eukaryota,AED97746.1
P55115,UniRef50_P55115,3.4.24.-,Eukaryota,CCD62714.1
O35448,UniRef50_O35448,3.1.2.-,Eukaryota,AAH52330.1
A7FHH6,UniRef50_Q7N3Q9,2.4.2.43,Bacteria,ABS49041.1
P52826,UniRef50_P52826,2.3.1.7,Eukaryota,AAA80570.1
Q7Z6J8,UniRef50_Q7Z6J8,2.3.2.26,Eukaryota,CAB70802.1
P56818,UniRef50_P56817,3.4.23.46,Eukaryota,AAF04143.2
P29767,UniRef50_P29767,3.2.1.18,Bacteria,CAA44916.1
O88554,UniRef50_O88554,2.4.2.30; 2.4.2.-,Eukaryota,AAC25415.1
Q8G4Q6,UniRef50_B7GQ76,6.3.2.9,Bacteria,AAN25121.1
Q1D6M1,UniRef50_Q8GCP5,3.6.5.n1,Bacteria,ABF90468.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP91244.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP91413.1
A8ALP9,UniRef50_A5F8N2,2.1.1.182,Bacteria,ABV14412.1
Q5YTA5,UniRef50_Q0S1F6,4.1.1.37,Bacteria,BAD58586.1
Q1IKM7,UniRef50_Q1IKM7,7.6.2.-,Bacteria,ABF42573.1
P11245,UniRef50_P11245,2.3.1.5,Eukaryota,ABC26100.1
Q9FUT1,UniRef50_Q9FUS6,2.5.1.18,Eukaryota,AAG30127.1
Q31YR7,UniRef50_P58694,6.1.1.22,Bacteria,ABB66791.1
B2HZD0,UniRef50_A3M4Z0,2.7.7.38,Bacteria,ACC56916.1
Q7UNR5,UniRef50_Q7UNR5,2.5.1.72,Bacteria,CAD75353.1
Q1MJ56,UniRef50_A6U7A6,2.7.8.7,Bacteria,CAK07004.1
Q92441,UniRef50_P06106,2.5.1.47; 2.5.1.49,Eukaryota,AAB17387.1
A8FG69,UniRef50_A6TL09,4.3.2.1,Bacteria,ABV63236.1
P12887,UniRef50_P12887,3.2.2.27,Eukaryota,AAT93039.1
A0A0A7HFE6,UniRef50_A0A0A7HFE6,3.1.-.-,Bacteria,AIZ03609.1
Q53700,UniRef50_P66815,2.3.1.286,Bacteria,AAA67853.1
B3E8X9,UniRef50_P52995,2.7.7.4,Bacteria,ACD95247.1
Q5HCL3,UniRef50_Q7A342,7.-.-.-,Bacteria,AAW37356.1
Q8THJ0,UniRef50_O28164,6.3.5.-,Archaea,AAM07864.1
Q9M2U5,UniRef50_Q9M2U5,3.2.1.14,Eukaryota,AEE79228.1
Q9P6I4,UniRef50_Q9P6I4,3.2.1.101,Eukaryota,CAB91181.1
B6JCN2,UniRef50_B6JCN2,2.5.1.19,Bacteria,ACI91612.1
P46972,UniRef50_P46972,3.4.21.-,Eukaryota,AAT93013.1
Q8AII1,UniRef50_P04585,3.4.23.16; 2.7.7.49; 2.7.7.7; 3.1.26.13; 3.1.13.2; 2.7.7.-; 3.1.-.-,Viruses,AAO13960.1
O87400,UniRef50_O87400,3.5.1.5,Bacteria,AAC61500.1
Q9Y3E5,UniRef50_Q9Y3E5,3.1.1.29,Eukaryota,AAH06807.1
Q5XGG2,UniRef50_O95900,5.4.99.-,Eukaryota,AAH84478.1
Q93HX6,UniRef50_Q93HX6,4.3.1.9,Bacteria,BAB64360.1
Q9AV97,UniRef50_Q9AV97,2.5.1.55,Eukaryota,BAH19712.1
Q10739,UniRef50_P50281,3.4.24.80,Eukaryota,CAA62897.1
Q92729,UniRef50_Q92729,3.1.3.48,Eukaryota,AAB51343.1
A9ADD4,UniRef50_B2SZV1,2.7.8.7,Bacteria,BAG43019.1
Q3AFA7,UniRef50_P80078,5.4.99.1,Bacteria,ABB15477.1
A5ERG8,UniRef50_Q9XBG6,6.3.4.19,Bacteria,ABQ38762.1
B1IRH9,UniRef50_Q9KIP8,4.1.2.40,Bacteria,ACA76238.1
Q4ULU5,UniRef50_O54069,7.1.1.9,Bacteria,AAY61478.1
A7ZSW3,UniRef50_Q8Z233,2.7.7.27,Bacteria,ABV20064.1
Q01802,UniRef50_Q01802,2.6.1.1,Eukaryota,CAA81946.1
Q9V6X7,UniRef50_Q9V6X7,2.4.1.221,Eukaryota,BAC55010.1
Q4R4U1,UniRef50_Q9NVE7,3.1.3.-,Eukaryota,BAE01884.1
A5IC73,UniRef50_Q87Y35,3.6.4.12,Bacteria,ABQ54973.1
B5Z8S2,UniRef50_P56141,4.2.1.20,Bacteria,ACI27971.1
Q32GM1,UniRef50_P09385,3.2.2.22,Bacteria,ABB61534.1
P21675,UniRef50_P21675,2.3.1.48; 2.7.11.1,Eukaryota,CAD87527.2
Q5VST9,UniRef50_Q5VST9,2.7.11.1,Eukaryota,CAC85754.1
Q220A0,UniRef50_Q220A0,3.5.1.44,Bacteria,ABD68653.1
B1IVW9,UniRef50_B7VS36,4.2.3.3,Bacteria,ACA78263.1
Q03426,UniRef50_Q03426,2.7.1.36,Eukaryota,AAH16140.1
O85295,UniRef50_O85295,2.1.1.199,Bacteria,AAC32335.1
Q7MAM0,UniRef50_Q7MAM0,2.1.3.15,Bacteria,CAE09320.1
Q4K7H5,UniRef50_Q4K7H5,6.3.2.2,Bacteria,AAY93957.1
P09104,UniRef50_P09104,4.2.1.11,Eukaryota,AAH02745.1
Q03440,UniRef50_Q03440,7.1.1.9,Bacteria,BAA03048.1
P94462,UniRef50_P94462,3.5.1.88,Bacteria,CAB13445.1
P9WFQ9,UniRef50_A0QV01,3.2.2.27,Bacteria,CCP45781.1
B7GMH4,UniRef50_Q814U0,2.7.1.21,Bacteria,ACJ35076.1
Q9PBJ8,UniRef50_Q9PBJ8,3.1.13.-,Bacteria,AAF84945.1
Q47N75,UniRef50_Q8NQN7,6.1.1.20,Bacteria,AAZ56094.1
Q9HMD4,UniRef50_Q5UZW6,3.6.1.31,Archaea,AAG20637.1
Q43127,UniRef50_Q43127,6.3.1.2,Eukaryota,AAL91141.1
Q8ZX61,UniRef50_Q8ZX61,6.1.1.20,Archaea,AAL63488.1
A6V485,UniRef50_A4XTS1,6.1.1.3,Bacteria,ABR85918.1
A0A0P0VI36,UniRef50_A0A0P0VI36,2.6.1.80,Eukaryota,BAS78288.1
Q8KX53,UniRef50_P72823,7.1.1.-,Bacteria,ACA99986.1
P23917,UniRef50_P23917,2.7.1.4,Bacteria,BAE76175.1
Q39JW0,UniRef50_Q87WZ4,2.3.1.35; 2.3.1.1,Bacteria,ABB07256.1
Q08CH3,UniRef50_Q08CH3,3.4.-.-,Eukaryota,AAI24240.1
A5I244,UniRef50_Q81G03,5.3.1.16,Bacteria,ABS37647.1
A2SEL8,UniRef50_Q0K7S4,3.6.1.27,Bacteria,ABM94007.1
Q98ER2,UniRef50_Q89WY0,3.6.1.1,Bacteria,BAB50855.1
P56960,UniRef50_P56960,3.1.13.-,Eukaryota,AAF01779.1
Q1J5E9,UniRef50_Q8Y3T8,2.2.1.2,Bacteria,ABF38437.1
Q8GYA4,UniRef50_Q8GYA4,2.7.11.-,Eukaryota,CAB79273.1
C5BN52,UniRef50_Q9HV68,4.1.1.11,Bacteria,ACR13465.1
P00751,UniRef50_P00751,3.4.21.47,Eukaryota,AAB67977.1
E9E6S9,UniRef50_E9E6S9,3.4.-.-,Eukaryota,EFY88368.1
B4K799,UniRef50_Q8I0P1,5.6.1.1,Eukaryota,EDW14223.1
A4Q9F0,UniRef50_Q6ZT98,6.-.-.-,Eukaryota,BAB29613.1
Q8RWT8,UniRef50_Q8RWT8,6.1.1.11,Eukaryota,AEE28805.1
Q57R87,UniRef50_B5F0Z4,6.3.2.-,Bacteria,AAX64774.1
Q6FCF4,UniRef50_Q883Q6,4.1.3.17; 4.1.1.112,Bacteria,CAG68257.1
Q5L4T1,UniRef50_Q9Z7A0,6.1.1.3,Bacteria,CAH64365.1
B7M1E5,UniRef50_Q8ZPU1,3.5.1.105,Bacteria,CAQ98650.1
Q92186,UniRef50_Q92186,2.4.99.-,Eukaryota,AAH96204.1
A6U2Q7,UniRef50_Q5HNB2,6.2.1.26,Bacteria,ABR52725.1
P80108,UniRef50_P80108,3.1.4.50,Eukaryota,AAA36444.1
B9K9K8,UniRef50_Q9X0I6,3.1.26.3,Bacteria,ACM23641.1
A3D7L0,UniRef50_Q8EHL9,5.3.1.1,Bacteria,ABN62723.1
Q0WX57,UniRef50_Q6R6M4,3.4.19.12,Eukaryota,AAQ11741.1
B0V782,UniRef50_Q6FAS9,2.7.1.50,Bacteria,CAM86373.1
Q68W42,UniRef50_Q4UMZ3,7.-.-.-,Bacteria,AAU04150.1
E4V2N3,UniRef50_A1D8I8,2.5.1.-,Eukaryota,EFR03595.1
P58207,UniRef50_Q9RH76,4.3.3.7,Bacteria,BAB54143.1
P45454,UniRef50_P44431,2.1.1.72,Bacteria,CAA55177.1
Q87QV2,UniRef50_A1SST6,6.1.1.12,Bacteria,BAC59310.1
A3FMB2,UniRef50_P08617,3.6.1.15; 3.4.22.28; 2.7.7.48,Viruses,ABN59387.1
A1WL89,UniRef50_B1Y4K6,6.3.4.2,Bacteria,ABM58396.1
Q0THJ7,UniRef50_A5F2R1,7.-.-.-,Bacteria,ABG69582.1
Q29461,UniRef50_P08217,3.4.21.71,Eukaryota,CAA66231.1
W7MT31,UniRef50_W7MT31,2.3.1.-,Eukaryota,EWG54266.1
Q6NWG4,UniRef50_Q6NWG4,2.1.1.319,Eukaryota,AAH67600.1
O59701,UniRef50_O59701,2.5.1.-; 2.5.1.47,Eukaryota,CAA19052.1
P60394,UniRef50_Q88V76,2.1.1.199,Bacteria,BAB94927.1
Q7TT28,UniRef50_Q8N1G1,3.1.-.-,Eukaryota,BAD32386.1
B4M8L8,UniRef50_Q86BL4,6.3.5.-,Eukaryota,EDW57544.1
A9BDC5,UniRef50_Q46IA9,6.5.1.2,Bacteria,ABX09738.1
Q2KY83,UniRef50_Q7U361,2.1.1.228,Bacteria,CAJ49959.1
Q9JV91,UniRef50_Q9K081,2.7.11.-; 2.7.4.-,Bacteria,CAM08173.1
O24144,UniRef50_O24144,2.1.1.104,Eukaryota,AAC49913.1
Q7TZN1,UniRef50_P9WI74,2.7.11.1,Bacteria,SIU00378.1
A8F247,UniRef50_Q9ZCY2,2.1.1.199,Bacteria,ABV84983.1
Q8GYA4,UniRef50_Q8GYA4,2.7.11.-,Eukaryota,AAO64889.1
P00480,UniRef50_P00480,2.1.3.3,Eukaryota,AAI07154.1
A3DL59,UniRef50_A3DL59,3.1.26.5,Archaea,ABN69369.1
P92958,UniRef50_Q38997,2.7.11.1,Eukaryota,ABH11526.1
A8AEB2,UniRef50_Q8Z5C3,6.1.1.10,Bacteria,ABV11825.1
Q6NG90,UniRef50_Q8NNJ4,3.4.11.1; 3.4.11.10,Bacteria,CAE50162.1
P43249,UniRef50_Q62833,2.7.11.16,Eukaryota,AAA17561.1
A1VEI5,UniRef50_Q72CQ9,3.1.21.2,Bacteria,ABM28851.1
P07339,UniRef50_P07339,3.4.23.5,Eukaryota,AAA16314.1
Q3ALN0,UniRef50_Q85G50,2.1.3.15,Bacteria,ABB34502.1
P42749,UniRef50_P42749,2.3.2.23,Eukaryota,AAM45109.1
P55345,UniRef50_P55345,2.1.1.319,Eukaryota,AAB48437.1
B1JPW1,UniRef50_P44423,2.6.1.9,Bacteria,ACA68804.1
A9B6D5,UniRef50_Q1IHZ8,3.1.1.96,Bacteria,ABX02838.1
P12337,UniRef50_P12337,3.1.1.1,Eukaryota,AAC39258.1
P21170,UniRef50_P21170,4.1.1.19,Bacteria,AAA24646.1
Q57RU1,UniRef50_Q8Z8I2,2.3.1.181,Bacteria,AAX64570.1
Q81BT0,UniRef50_P42963,3.5.2.9,Bacteria,AAP10013.1
Q7ULX4,UniRef50_Q7ULX4,5.1.99.6,Bacteria,CAD76143.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP90945.1
O80575,UniRef50_O80575,2.5.1.78,Eukaryota,AAM14282.1
Q02RB7,UniRef50_Q886N2,4.2.1.59,Bacteria,ABJ12878.1
Q9H0I9,UniRef50_P51854,2.2.1.1,Eukaryota,AAH28707.4
A1AGH4,UniRef50_Q8ZLN0,2.7.7.87,Bacteria,ABJ02764.1
Q8Z9H4,UniRef50_Q87WX7,2.1.1.199,Bacteria,CAD01277.1
A5IFV1,UniRef50_Q5ZWX6,6.5.1.2,Bacteria,ABQ56251.1
P9WP90,UniRef50_Q73YK6,2.7.8.26,Bacteria,AAK46550.1
Q7V4S3,UniRef50_Q7NN81,3.6.1.66,Bacteria,CAE22047.1
Q8XE76,UniRef50_Q8XE76,2.2.1.7,Bacteria,AAG54770.1
A2XV58,UniRef50_Q0JC10,4.1.1.50,Eukaryota,EAY94718.1
Q9LIR4,UniRef50_Q9LIR4,4.2.1.9,Eukaryota,AAN41372.1
Q9PW71,UniRef50_Q13115,3.1.3.16; 3.1.3.48,Eukaryota,AAD46656.1
Q7PPA5,UniRef50_P22700,7.2.2.10,Eukaryota,EDO63824.1
P56818,UniRef50_P56817,3.4.23.46,Eukaryota,AAH48189.1
Q02499,UniRef50_Q02499,2.7.1.40,Bacteria,BAA02406.1
Q5E2E8,UniRef50_Q5E2E8,4.3.2.1; 2.3.1.-,Bacteria,AAW86798.1
A8XKT0,UniRef50_Q18026,3.7.1.3,Eukaryota,CAP33254.1
A6L9D4,UniRef50_Q8A9S0,2.7.7.38,Bacteria,ABR42298.1
Q9SSU8,UniRef50_Q9SSU8,2.5.1.32,Eukaryota,BAA84763.1
O82312,UniRef50_Q8VYW1,2.7.7.19,Eukaryota,AEC07763.1
Q88SB0,UniRef50_A7MGZ1,4.2.1.126,Bacteria,CCC80489.1
P75914,UniRef50_Q8EGF2,3.1.3.-,Bacteria,AAC74118.1
P40313,UniRef50_P40313,3.4.21.-,Eukaryota,CAA50711.1
Q6AFH4,UniRef50_Q9RKS2,2.1.2.11,Bacteria,AAT88871.1
B1IYC6,UniRef50_A6TBN1,3.5.4.5,Bacteria,ACA77167.1
Q08DA5,UniRef50_Q8R2W9,2.7.1.33,Eukaryota,AAI23860.1
A6UEK1,UniRef50_Q11CK5,2.7.1.33,Bacteria,ABR62081.1
Q7MWA2,UniRef50_Q7MWA2,6.3.2.4,Bacteria,AAQ65899.1
B4RD45,UniRef50_Q6C326,7.1.2.2,Bacteria,ACG76649.1
Q5Z859,UniRef50_Q5Z859,2.7.11.24,Eukaryota,AAG40580.1
Q42472,UniRef50_Q42521,4.1.1.15,Eukaryota,AAL16126.1
A1RHE4,UniRef50_Q0HXI0,2.1.1.190,Bacteria,ABM24089.1
Q7VRD2,UniRef50_Q7VRD2,3.1.26.4,Bacteria,CAD83356.1
Q08704,UniRef50_P11650,5.5.1.6,Eukaryota,CAA80441.1
Q87LF8,UniRef50_P77918,2.1.3.2,Bacteria,BAC60917.1
A7WZJ4,UniRef50_O31675,6.3.4.20,Bacteria,BAF77592.1
Q66GQ6,UniRef50_Q66GQ6,3.1.3.-,Eukaryota,AAU05469.1
B4SWY1,UniRef50_Q83M40,2.7.4.3,Bacteria,ACF63968.1
Q92E87,UniRef50_Q8Y9G4,5.3.1.16,Bacteria,CAC95805.1
C5FS59,UniRef50_Q33446,6.3.5.-,Eukaryota,EEQ32712.1
P63735,UniRef50_P77885,6.3.5.5,Bacteria,AAZ51260.1
Q9AIP8,UniRef50_Q9AIP8,2.3.1.-,Bacteria,AAU91316.1
Q31LZ1,UniRef50_Q7ZAG7,4.2.1.33,Bacteria,ABB57928.1
Q9T034,UniRef50_Q9T034,6.1.1.20,Eukaryota,CAB43643.1
Q0BLI9,UniRef50_Q2GLJ4,3.5.4.13,Bacteria,ABI83045.1
Q83RS8,UniRef50_O85139,2.3.1.180,Bacteria,AAP16602.1
C0Q051,UniRef50_Q83QT2,7.1.1.-,Bacteria,ACN45555.1
Q9FYN7,UniRef50_Q3EAF9,3.1.3.16,Eukaryota,BAF04715.1
Q9C7D6,UniRef50_Q8H780,3.4.16.-,Eukaryota,BAB03129.1
Q8DSL1,UniRef50_P11931,6.1.1.9,Bacteria,AAN59398.1
Q7N964,UniRef50_Q1C1U8,2.5.1.3,Bacteria,CAE12780.1
F4JJ23,UniRef50_F4JJ23,3.1.11.-,Eukaryota,CAA18767.1
Q7MIV1,UniRef50_Q9RQF8,2.4.2.7,Bacteria,BAC95176.1
Q873N0,UniRef50_P0CP65,2.3.-.-,Eukaryota,BAC66176.1
A2RU49,UniRef50_A2RU49,2.7.1.81,Eukaryota,AAI44384.1
B4RCK3,UniRef50_B6JCN2,2.5.1.19,Bacteria,ACG76602.1
Q5M3B3,UniRef50_Q9CHW3,3.1.3.3,Bacteria,AAV61122.1
Q944A7,UniRef50_Q944A7,2.7.11.1,Eukaryota,CAA18746.1
O76483,UniRef50_O76483,2.5.1.18,Eukaryota,AAL59657.1
Q8Z270,UniRef50_Q1R5B9,2.1.1.242,Bacteria,AAO71396.1
Q602H4,UniRef50_Q5ZTX7,6.1.1.19,Bacteria,AAU90811.1
Q5SMH2,UniRef50_Q9RSQ3,5.4.2.10,Bacteria,BAD70879.1
B4S459,UniRef50_Q3IF41,2.1.3.15,Bacteria,ACF46851.1
Q8G1B5,UniRef50_P29917,7.1.1.-,Bacteria,AAN29733.1
P69997,UniRef50_P41020,3.5.1.5,Bacteria,AAD05651.1
B2VG89,UniRef50_Q89WM2,2.7.1.33,Bacteria,CAO95193.1
Q8BIJ6,UniRef50_Q9NSE4,6.1.1.5,Eukaryota,BAC33410.1
P96744,UniRef50_P96744,5.3.1.1,Bacteria,AAB48821.1
Q21WT4,UniRef50_P44514,3.5.1.18,Bacteria,ABD69769.1
A1A863,UniRef50_Q32JE0,2.4.2.2; 2.4.2.15; 2.4.2.4; 2.4.2.3,Bacteria,ABI99852.1
Q9S745,UniRef50_Q9S745,2.3.1.-,Eukaryota,ABR46053.1
Q9D7I9,UniRef50_O43548,2.3.2.13,Eukaryota,BAB26133.1
A3PJD6,UniRef50_Q2RPH2,3.1.-.-,Bacteria,ABN76452.1
Q9XI80,UniRef50_Q9XI80,2.4.1.-,Eukaryota,AAP68320.1
B1JF57,UniRef50_Q4K5T8,3.6.5.-,Bacteria,ACA74975.1
Q42565,UniRef50_Q42565,4.1.3.27,Eukaryota,AAM20685.1
O02298,UniRef50_O02298,4.6.1.2,Eukaryota,AAT73711.1
Q7G8Y3,UniRef50_Q8RWY3,3.6.4.-,Eukaryota,BAB64747.1
A4VZT9,UniRef50_Q1JG11,2.4.1.227,Bacteria,ABP91628.1
A8Z3Q4,UniRef50_O34617,2.1.1.192,Bacteria,ABX29170.1
P27061,UniRef50_P27061,3.1.3.2,Eukaryota,AAC60539.2
