Entry	Entry name	Length	EC number	Cross-reference (Pfam)	Taxonomic lineage (SUPERKINGDOM)
P80521	PORA_METBF	402	1.2.7.1	PF17147;PF01855;	Archaea
Q01289	POR_PEA	399	1.3.1.33	PF00106;	Eukaryota
P80900	PORA_METTM	383	1.2.7.1	PF17147;PF01855;	Archaea
B5XX60	PQQC_KLEP3	251	1.3.3.11	PF03070;	Bacteria
Q08304	PPOB_SOLLC	596	1.10.3.1	PF12142;PF12143;PF00264;	Eukaryota
Q3BAH7	PSAC_PHAAO	81	1.97.1.12		Eukaryota
Q9ZPY1	PPOX2_ARATH	198	1.4.3.5	PF12766;	Eukaryota
Q32389	PSBA_HETAK	360	1.10.3.9	PF00124;	Eukaryota
Q2VEC9	PSAC_SOLTU	81	1.97.1.12		Eukaryota
Q09G47	PSAB_PLAOC	734	1.97.1.12	PF00223;	Eukaryota
B2Y205	PSAC_WELMI	81	1.97.1.12	PF12838;	Eukaryota
B0Z540	PSBD_OENGL	353	1.10.3.9	PF00124;	Eukaryota
Q332X9	PSAB_LACSA	734	1.97.1.12	PF00223;	Eukaryota
Q2MIK7	PSBA_SOLBU	353	1.10.3.9	PF00124;	Eukaryota
P58765	PSAB_PSINU	734	1.97.1.12	PF00223;	Eukaryota
A1S8L1	PROA_SHEAM	420	1.2.1.41	PF00171;	Bacteria
A6H5H1	PSAB_CYCTA	734	1.97.1.12	PF00223;	Eukaryota
P69686	PSBD_TOBAC	353	1.10.3.9	PF00124;	Eukaryota
B0Z4V6	PSBD_OENBI	353	1.10.3.9	PF00124;	Eukaryota
B2V9F3	PROA_SULSY	446	1.2.1.41	PF00171;	Bacteria
Q32RX1	PSBA_STAPU	344	1.10.3.9	PF00124;	Eukaryota
A6BM24	PSAB_GNEPA	734	1.97.1.12	PF00223;	Eukaryota
B1XM24	PSBA1_SYNP2	360	1.10.3.9	PF00124;	Bacteria
Q2VEJ6	PSBA_SOLTU	353	1.10.3.9	PF00124;	Eukaryota
Q3MCT0	PSBA1_TRIV2	360	1.10.3.9	PF00124;	Bacteria
A0LPG2	PROA_SYNFM	416	1.2.1.41	PF00171;	Bacteria
Q332S6	PSAC_LACSA	81	1.97.1.12		Eukaryota
Q3MAB1	PSBA2_TRIV2	360	1.10.3.9	PF00124;	Bacteria
B2K6Q4	PROA_YERPB	419	1.2.1.41	PF00171;	Bacteria
Q9XEX2	PRX2B_ARATH	162	1.11.1.15	PF08534;	Eukaryota
A4QJI0	PSBA_AETGR	353	1.10.3.9	PF00124;	Eukaryota
P34227	PRX1_YEAST	261	1.11.1.15	PF10417;PF00578;	Eukaryota
Q9PEM3	PROA_XYLFA	415	1.2.1.41	PF00171;	Bacteria
A6H5G6	PSBD_CYCTA	353	1.10.3.9	PF00124;	Eukaryota
Q7U669	PSBA2_SYNPX	358	1.10.3.9	PF00124;	Bacteria
A5GTY5	PSBA2_SYNR3	358	1.10.3.9	PF00124;	Bacteria
B7GTL2	PROA_BIFLS	431	1.2.1.41	PF00171;	Bacteria
A4QLT3	PSAA_NASOF	750	1.97.1.12	PF00223;	Eukaryota
P0C1E0	PROA_CORGL	432	1.2.1.41	PF00171;	Bacteria
C1D6E4	PROA_LARHH	420	1.2.1.41	PF00171;	Bacteria
Q8X7N4	PROA_ECO57	417	1.2.1.41	PF00171;	Bacteria
Q27451	PRP1_BOMMO	685	1.14.18.1	PF03723;PF00372;PF03722;	Eukaryota
A9W6Q2	PROA_METEP	432	1.2.1.41	PF00171;	Bacteria
B0U111	PROA_FRAP2	414	1.2.1.41	PF00171;	Bacteria
B9MH63	PROA_ACIET	426	1.2.1.41	PF00171;	Bacteria
B6YS10	PROA_AZOPC	419	1.2.1.41		Bacteria
Q839W3	PROA_ENTFA	417	1.2.1.41	PF00171;	Bacteria
B9LE47	PROA_CHLSY	422	1.2.1.41	PF00171;	Bacteria
Q3ZYH9	PROA_DEHMC	424	1.2.1.41	PF00171;	Bacteria
B1MX68	PROA_LEUCK	415	1.2.1.41	PF00171;	Bacteria
Q4FUZ5	PROA_PSYA2	430	1.2.1.41	PF00171;	Bacteria
A6V0A3	PROA_PSEA7	421	1.2.1.41	PF00171;	Bacteria
Q6AFX9	PROA_LEIXX	421	1.2.1.41	PF00171;	Bacteria
B4EUV1	PROA_PROMH	417	1.2.1.41	PF00171;	Bacteria
A1SYT9	PROA_PSYIN	415	1.2.1.41	PF00171;	Bacteria
A1AVH0	PROA_RUTMC	419	1.2.1.41	PF00171;	Bacteria
Q4K5F9	PROA_PSEF5	421	1.2.1.41	PF00171;	Bacteria
A0A067XMP2	PTAK_PESFW	585	1.-.-.-	PF00394;PF07731;PF07732;	Eukaryota
Q92626	PXDN_HUMAN	1479	1.11.1.7	PF03098;PF07679;PF13855;PF00093;	Eukaryota
P80466	Q2OG_COMTE	10	1.3.99.17		Bacteria
A7HQ77	PYRD_PARL1	348	1.3.5.2	PF01180;	Bacteria
Q1LRI7	QUEF_CUPMC	277	1.7.1.13	PF14489;PF14819;	Bacteria
Q5HH26	QOX4_STAAC	96	1.10.3.-	PF03626;	Bacteria
A3Q1C6	PYRD_MYCSJ	356	1.3.5.2	PF01180;	Bacteria
Q8W4J3	QSOX1_ARATH	528	1.8.3.2	PF04777;PF00085;	Eukaryota
Q13ZM3	PYRD_PARXL	340	1.3.5.2	PF01180;	Bacteria
Q3IU78	PYRD_NATPD	350	1.3.5.2	PF01180;	Archaea
Q7VTR9	PYRD_BORPE	349	1.3.5.2	PF01180;	Bacteria
A1SYB5	QUEF_PSYIN	285	1.7.1.13	PF14489;PF14819;	Bacteria
B3QEE3	PYRD_RHOPT	364	1.3.5.2	PF01180;	Bacteria
Q8DLB7	PYRD_THEEB	364	1.3.5.2	PF01180;	Bacteria
Q54B10	REDA_DICDI	631	1.6.-.-	PF00667;PF00258;PF00175;	Eukaryota
Q7TQA3	RDHE2_MOUSE	309	1.1.1.105	PF00106;	Eukaryota
P52571	REHY_BROSE	202	1.11.1.15	PF10417;PF00578;	Eukaryota
O81210	RBOHC_ARATH	905	1.11.1.-; 1.6.3.-	PF08022;PF01794;PF08030;PF08414;	Eukaryota
Q9FIJ0	RBOHD_ARATH	921	1.11.1.-; 1.6.3.-	PF08022;PF01794;PF08030;PF08414;	Eukaryota
P03190	RIR1_EBVB9	826	1.17.4.1	PF02867;PF00317;	Viruses
P69925	RIR2_ECO57	376	1.17.4.1	PF00268;	Bacteria
P69521	RIR2_HHV2H	337	1.17.4.1	PF00268;	Viruses
P17424	RIR4_SALTY	319	1.17.4.1	PF00268;	Bacteria
Q9KFH7	RIR2_BACHD	345	1.17.4.1	PF00268;	Bacteria
P50645	RIR2_SUHVK	303	1.17.4.1	PF00268;	Viruses
Q64380	SARDH_RAT	919	1.5.8.3	PF01266;PF16350;PF01571;PF08669;	Eukaryota
Q1G7W2	RTPR_LACDA	739	1.17.4.2	PF02867;PF17975;	Bacteria
B1X9C8	RUTF_ECODH	164	1.5.1.42	PF01613;	Bacteria
A0A084AFG6	SAT17_STACB	385	1.-.-.-	PF02668;	Eukaryota
Q28891	S5A1_MACFA	263	1.3.1.22	PF02544;	Eukaryota
B7M8Z2	RUTF_ECO8A	164	1.5.1.42	PF01613;	Bacteria
Q48MQ4	RUTA_PSE14	360	1.14.99.46	PF00296;	Bacteria
B7UNZ3	RUTC_ECO27	128	1.-.-.-	PF01042;	Bacteria
A6T7A2	RUTA_KLEP7	363	1.14.99.46	PF00296;	Bacteria
C6EHJ7	RUTC_ECOBD	128	1.-.-.-	PF01042;	Bacteria
C6EHJ5	RUTA_ECOBD	382	1.14.99.46	PF00296;	Bacteria
C9Y0S5	RUTC_CROTZ	132	1.-.-.-	PF01042;	Bacteria
Q801S2	SDHAB_XENLA	665	1.3.5.1	PF00890;PF02910;	Eukaryota
Q0QF01	SDHA_PIG	664	1.3.5.1	PF00890;PF02910;	Eukaryota
Q9SS48	SDP6_ARATH	629	1.1.5.3	PF01266;PF16901;	Eukaryota
Q94KL8	SILD_PODPE	278	1.1.1.331		Eukaryota
O82802	SIR1_TOBAC	693	1.8.7.1	PF01077;PF03460;	Eukaryota
E9QYP0	SIDA_ASPFU	501	1.14.13.196	PF13434;	Eukaryota
Q9ZW22	SMO21_ARATH	272	1.14.18.9	PF04116;	Eukaryota
P35270	SPRE_HUMAN	261	1.1.1.153	PF00106;	Eukaryota
Q9AGP2	SOXD_ARTSP	98	1.5.3.1	PF04267;	Bacteria
Q18006	SOX_CAEEL	384	1.5.3.1	PF01266;	Eukaryota
Q9PKA0	SODM_CHLMU	205	1.15.1.1	PF02777;PF00081;	Bacteria
Q9F326	SODM_STACA	201	1.15.1.1	PF02777;PF00081;	Bacteria
Q8HXP3	SODM_MACFA	222	1.15.1.1	PF02777;PF00081;	Eukaryota
Q8HXP2	SODM_MACMU	198	1.15.1.1	PF02777;PF00081;	Eukaryota
P17550	SODM_CUPMC	197	1.15.1.1	PF02777;	Bacteria
Q751L8	SODC_ASHGO	154	1.15.1.1	PF00080;	Eukaryota
P00441	SODC_HUMAN	154	1.15.1.1	PF00080;	Eukaryota
P00442	SODC_BOVIN	152	1.15.1.1	PF00080;	Eukaryota
P00445	SODC_YEAST	154	1.15.1.1	PF00080;	Eukaryota
P11418	SODC_PRIGL	152	1.15.1.1	PF00080;	Eukaryota
P9WGE7	SODF_MYCTU	207	1.15.1.1	PF02777;PF00081;	Bacteria
O05139	STHA_PSEFL	464	1.6.1.1	PF07992;PF02852;	Bacteria
O85764	SSUD_PSEPU	382	1.14.14.5	PF00296;	Bacteria
B5YT69	SSUD_ECO5E	381	1.14.14.5	PF00296;	Bacteria
P07850	SUOX_CHICK	459	1.8.3.1	PF00173;PF03404;PF00174;	Eukaryota
Q48A14	STHA_COLP3	466	1.6.1.1	PF07992;PF02852;	Bacteria
P0CB67	NDUS1_PONAB	727	1.6.99.3; 7.1.1.2	PF00384;PF10588;PF09326;	Eukaryota
P73448	NARB_SYNY3	714	1.7.5.1	PF04879;PF00384;PF01568;	Bacteria
P11349	NARH_ECOLI	512	1.7.5.1	PF13247;PF14711;	Bacteria
Q9CKL8	NAPA_PASMU	828	1.9.6.1	PF04879;PF00384;PF01568;PF10518;	Bacteria
Q9I4G3	NAPA_PSEAE	829	1.9.6.1	PF04879;PF00384;PF01568;	Bacteria
Q7VPJ7	NAPA_HAEDU	827	1.9.6.1	PF04879;PF00384;PF01568;PF10518;	Bacteria
P37062	NAPE_ENTFA	447	1.11.1.1	PF07992;PF02852;	Bacteria
A6V924	NAPA_PSEA7	834	1.9.6.1	PF04879;PF00384;PF01568;	Bacteria
B1JSJ0	NAPA_YERPY	830	1.9.6.1	PF04879;PF00384;PF01568;PF10518;	Bacteria
Q8D623	NAPA_VIBVU	829	1.9.6.1	PF04879;PF00384;PF01568;	Bacteria
P06122	NIFK_BRASP	513	1.18.6.1	PF11844;PF00148;	Bacteria
Q9RR97	NOSO_DEIRA	356	1.14.14.47	PF02898;	Bacteria
Q97ME5	NIFH_CLOAB	272	1.18.6.1	PF00142;	Bacteria
Q2FIF3	NMO_STAA3	355	1.13.12.-	PF03060;	Bacteria
P19573	NOSZ_PSEST	638	1.7.2.4	PF00116;PF18764;PF18793;	Bacteria
B8HWE3	NIFH_CYAP4	298	1.18.6.1	PF00142;	Bacteria
O27605	NIFD_METTH	469	1.18.6.1	PF00148;	Archaea
Q9I9M2	NOS_SQUAC	212	1.14.13.39	PF00258;	Eukaryota
P06121	NIFD_BRADU	500	1.18.6.1	PF00148;	Bacteria
A5USK5	NIFH_ROSS1	273	1.18.6.1	PF00142;	Bacteria
P51605	NIFD_METIV	27	1.18.6.1		Archaea
Q39161	NIR_ARATH	586	1.7.7.1	PF01077;PF03460;	Eukaryota
P9WH76	NRDZ_MYCTO	692	1.17.4.1	PF03477;PF02867;PF00317;	Bacteria
Q8ZQ40	NQOR_SALTY	198	1.6.5.2	PF03358;	Bacteria
Q51879	NIR_PHOLA	510	1.7.7.1	PF01077;PF03460;	Bacteria
L7WR40	NOTD_ASPVE	612	1.-.-.-	PF08031;PF01565;	Eukaryota
Q54F44	NOXC_DICDI	1142	1.-.-.-	PF13499;PF08022;PF01794;PF08030;	Eukaryota
Q941Y8	NQR2_ORYSJ	203	1.6.5.2	PF03358;	Eukaryota
Q82KE2	NRDJ_STRAW	964	1.17.4.1	PF08471;PF02867;	Bacteria
Q0B2K2	NQOR_BURCM	200	1.6.5.2	PF03358;	Bacteria
B1ZJX9	NQOR_METPB	199	1.6.5.2	PF03358;	Bacteria
B7LP27	NQOR_ESCF3	198	1.6.5.2	PF03358;	Bacteria
Q8F3P1	NRDJ_LEPIN	1201	1.17.4.1	PF08471;PF02867;	Bacteria
B6EH98	NRFA_ALISL	478	1.7.2.2	PF02335;	Bacteria
Q1MHW6	NQOR_RHIL3	198	1.6.5.2	PF03358;	Bacteria
B1X9C5	NQOR_ECODH	198	1.6.5.2	PF03358;	Bacteria
B4TRK5	NRFA_SALSV	478	1.7.2.2	PF02335;	Bacteria
B7UHC3	NORW_ECO27	377	1.18.1.-	PF07992;PF18113;	Bacteria
B7MKI0	NORW_ECO45	377	1.18.1.-	PF07992;PF18113;	Bacteria
A8A3I8	NORW_ECOHS	377	1.18.1.-	PF07992;PF18113;	Bacteria
Q4L6C4	ODO1_STAHJ	934	1.2.4.2	PF00676;PF16870;PF02779;	Bacteria
Q9YA11	OFOB1_AERPE	318	1.2.7.11	PF12367;PF02775;	Archaea
Q8CKU7	ODH_YERPE	456	1.5.1.-	PF10100;	Bacteria
Q99489	OXDD_HUMAN	341	1.4.3.1	PF01266;	Eukaryota
P86231	ODO1_MESAU	180	1.2.4.2		Eukaryota
Q6F5E4	P4501_PLEBE	486	1.-.-.-	PF00067;	Eukaryota
P47515	ODPB_MYCGE	326	1.2.4.1	PF02779;PF02780;	Bacteria
P96010	P3H1_STRSQ	290	1.14.11.28	PF05118;PF05373;	Bacteria
P45850	OXO1_HORVU	201	1.2.3.4	PF00190;	Eukaryota
Q8CG70	P3H3_MOUSE	732	1.14.11.7	PF13640;	Eukaryota
Q6IWZ0	OXLA_APLCA	535	1.4.3.2	PF01593;	Eukaryota
Q8CUL8	ODO1_OCEIH	953	1.2.4.2	PF00676;PF16870;PF02779;	Bacteria
P0C2D1	OXLA_BOTPI	49	1.4.3.2		Eukaryota
P22942	OXDA_RABIT	347	1.4.3.3	PF01266;	Eukaryota
Q20848	P5CR_CAEEL	299	1.5.1.2	PF03807;PF14748;	Eukaryota
A8G798	PEBA_PROM2	236	1.3.7.2	PF05996;	Bacteria
P22008	P5CR_PSEAE	273	1.5.1.2	PF03807;PF14748;	Bacteria
P74572	P5CR_SYNY3	267	1.5.1.2	PF03807;PF14748;	Bacteria
P54888	P5CS2_ARATH	726	2.7.2.11; 1.2.1.41	PF00696;	Eukaryota
Q9DCC4	P5CR3_MOUSE	274	1.5.1.2	PF03807;PF14748;	Eukaryota
O64411	PAO1_MAIZE	500	1.5.3.14; 1.5.3.15	PF01593;	Eukaryota
Q7V7Y8	PCYA_PROMM	264	1.3.7.5	PF05996;	Bacteria
B6HZ33	PDXA_ECOSE	329	1.1.1.262	PF04166;	Bacteria
Q8DHB4	PDXA_THEEB	341	1.1.1.262	PF04166;	Bacteria
A4XS85	PDXH_PSEMY	215	1.4.3.5	PF10590;PF01243;	Bacteria
A1RKK6	PDXH_SHESW	212	1.4.3.5	PF10590;PF01243;	Bacteria
Q1R992	PDXB_ECOUT	378	1.1.1.290	PF00389;PF02826;PF11890;	Bacteria
B7KYJ1	PDXA_METC4	349	1.1.1.262	PF04166;	Bacteria
Q31E41	PDXH2_HYDCU	213	1.4.3.5	PF10590;PF01243;	Bacteria
Q8XS03	PDXH2_RALSO	213	1.4.3.5	PF10590;PF01243;	Bacteria
B2UVZ9	PDXA_HELPS	307	1.1.1.262	PF04166;	Bacteria
Q0BVM8	PDXH_GRABC	213	1.4.3.5	PF10590;PF01243;	Bacteria
Q11KF1	PDXH_CHESB	209	1.4.3.5	PF10590;PF01243;	Bacteria
A1RIA7	PDXB_SHESW	376	1.1.1.290	PF00389;PF02826;PF11890;	Bacteria
A2CDU4	PDXH_PROM3	222	1.4.3.5	PF10590;PF01243;	Bacteria
B4EWL7	PDXH_PROMH	217	1.4.3.5	PF10590;PF01243;	Bacteria
A6V9E9	PDXH_PSEA7	215	1.4.3.5	PF10590;PF01243;	Bacteria
A3QFC7	PDXB_SHELP	376	1.1.1.290	PF00389;PF02826;PF11890;	Bacteria
B7VPY4	PDXH_VIBTL	211	1.4.3.5	PF10590;PF01243;	Bacteria
Q98D72	PH4H_RHILO	275	1.14.16.1	PF00351;	Bacteria
P22437	PGH1_MOUSE	602	1.14.99.1	PF03098;	Eukaryota
Q4VHK1	PHKR_MYCKA	367	1.2.-.-	PF00296;	Bacteria
Q63716	PRDX1_RAT	199	1.11.1.15	PF10417;PF00578;	Eukaryota
P33644	POLOX_ECOLI	243	1.10.3.-	PF02578;	Bacteria
Q52185	POBA_PSEOL	409	1.14.12.-	PF00355;	Bacteria
P80522	PORB_METBF	296	1.2.7.1	PF02775;	Archaea
Q02LD6	PQQE_PSEAB	381	1.21.98.4	PF04055;PF13186;	Bacteria
Q89FG3	PQQC_BRADU	259	1.3.3.11	PF03070;	Bacteria
Q1IG47	PQQC_PSEE4	251	1.3.3.11	PF03070;	Bacteria
O27772	PORC_METTH	180	1.2.7.1	PF01558;	Archaea
Q5H233	PQQC_XANOR	250	1.3.3.11	PF03070;	Bacteria
O58411	PORC_PYRHO	185	1.2.7.1; 1.2.7.7	PF01558;	Archaea
Q6ENA6	PSAC_ORYNI	81	1.97.1.12		Eukaryota
P07753	PSBA_CHLRE	352	1.10.3.9	PF00124;	Eukaryota
Q49CB2	PSAB_CUSSA	734	1.97.1.12	PF00223;	Eukaryota
Q9R6U0	PSAA_SYNPW	767	1.97.1.12	PF00223;	Bacteria
A9L976	PSBA_LEMMI	353	1.10.3.9	PF00124;	Eukaryota
A6MMI8	PSBA_DIOEL	353	1.10.3.9	PF00124;	Eukaryota
A6MVS8	PSAC_RHDSA	81	1.97.1.12	PF12838;	Eukaryota
B0JIS8	PSBA_MICAN	360	1.10.3.9	PF00124;	Bacteria
Q06215	PPO_VICFA	606	1.10.3.1	PF12142;PF12143;PF00264;	Eukaryota
P02957	PSBA_SOYBN	353	1.10.3.9	PF00124;	Eukaryota
Q0ZJ21	PSAB_VITVI	734	1.97.1.12	PF00223;	Eukaryota
B5R4S6	PROA_SALEP	415	1.2.1.41	PF00171;	Bacteria
A8W3M8	PSAC_CUSOB	81	1.97.1.12		Eukaryota
Q47MW1	PROA_THEFY	418	1.2.1.41	PF00171;	Bacteria
B1X3H4	PSBD_PAUCH	352	1.10.3.9	PF00124;	Eukaryota
Q0P3K2	PSAB_OSTTA	733	1.97.1.12	PF00223;	Eukaryota
Q67LC2	PROA_SYMTH	425	1.2.1.41	PF00171;	Bacteria
Q2NVE9	PROA_SODGM	417	1.2.1.41	PF00171;	Bacteria
Q5N5R2	PSBA1_SYNP6	360	1.10.3.9	PF00124;	Bacteria
Q5NLX5	PROA_ZYMMO	428	1.2.1.41	PF00171;	Bacteria
B1KD27	PROA_SHEWM	424	1.2.1.41	PF00171;	Bacteria
Q3AYB8	PSBA1_SYNS9	358	1.10.3.9	PF00124;	Bacteria
Q0AWJ6	PROA_SYNWW	419	1.2.1.41	PF00171;	Bacteria
Q2JQB4	PROA_SYNJA	455	1.2.1.41	PF00171;	Bacteria
P48112	PSAA_CYAPA	752	1.97.1.12	PF00223;	Eukaryota
P06007	PSBD_CHLRE	352	1.10.3.9	PF00124;	Eukaryota
A8W3I2	PSBD_CUSOB	353	1.10.3.9	PF00124;	Eukaryota
Q31BU4	PROA_PROM9	436	1.2.1.41	PF00171;	Bacteria
Q0AL88	PROA_MARMM	418	1.2.1.41	PF00171;	Bacteria
Q18J39	PROA_HALWD	456	1.2.1.41	PF00171;	Archaea
O43272	PROD_HUMAN	600	1.5.5.2	PF01619;	Eukaryota
Q2GCB4	PROA_NOVAD	425	1.2.1.41	PF00171;	Bacteria
A2C148	PROA_PROM1	438	1.2.1.41	PF00171;	Bacteria
A0A4V1FW34	PYIG_MAGGR	504	1.-.-.-	PF00067;	Eukaryota
A0A067XNI6	PTAG_PESFW	144	1.-.-.-		Eukaryota
Q9P8I0	PUT2_EMENI	572	1.2.1.88	PF00171;	Eukaryota
Q5H0N0	PYRD_XANOR	351	1.3.5.2	PF01180;	Bacteria
C3LMH4	PYRD_VIBCM	336	1.3.5.2	PF01180;	Bacteria
Q5PEK0	QUEF_SALPA	282	1.7.1.13	PF14489;PF14819;	Bacteria
B5ZY95	QUEF_RHILW	154	1.7.1.13	PF14489;	Bacteria
B5BF23	QUEF_SALPK	282	1.7.1.13	PF14489;PF14819;	Bacteria
A4W8V7	PYRD_ENT38	336	1.3.5.2	PF01180;	Bacteria
A4G7T7	PYRD_HERAR	347	1.3.5.2	PF01180;	Bacteria
Q7VL56	PYRD_HAEDU	335	1.3.5.2	PF01180;	Bacteria
A9NAF9	QUEF_COXBR	278	1.7.1.13	PF14489;PF14819;	Bacteria
C6E6N2	PYRDB_GEOSM	305	1.3.1.14	PF01180;	Bacteria
P80464	Q2OA_COMTE	11	1.3.99.17		Bacteria
E0TW65	QOX3_BACPZ	204	1.10.3.-	PF00510;	Bacteria
Q5R6X6	PYRD_PONAB	395	1.3.5.2	PF01180;	Eukaryota
Q3MHH6	PYRD2_BOVIN	581	1.-.-.-	PF01593;	Eukaryota
Q72DG6	QUEF_DESVH	165	1.7.1.13	PF14489;	Bacteria
Q8G0B6	QUEF_BRUSU	155	1.7.1.13	PF14489;	Bacteria
A7MEW0	PYRD_CROS8	336	1.3.5.2	PF01180;	Bacteria
B9MPS5	QUEF_CALBD	131	1.7.1.13	PF14489;	Bacteria
A9BWU2	PYRD_DELAS	348	1.3.5.2	PF01180;	Bacteria
Q7NRN0	QUEF_CHRVO	279	1.7.1.13	PF14489;PF14819;	Bacteria
P25468	PYRD_SALTY	336	1.3.5.2	PF01180;	Bacteria
B0CJU0	PYRD_BRUSI	364	1.3.5.2	PF01180;	Bacteria
A6LB11	PYRDB_PARD8	305	1.3.1.14	PF01180;	Bacteria
P57858	PYRD_PASMU	339	1.3.5.2	PF01180;	Bacteria
Q8EDZ8	PYRD_SHEON	339	1.3.5.2	PF01180;	Bacteria
Q3JSS8	PYRD_BURP1	345	1.3.5.2	PF01180;	Bacteria
P34956	QOX1_BACSU	649	1.10.3.-	PF00115;	Bacteria
Q8VHE9	RETST_RAT	609	1.3.99.23		Eukaryota
P59837	RDH12_BOVIN	316	1.1.1.300	PF00106;	Eukaryota
Q8TC12	RDH11_HUMAN	318	1.1.1.300	PF00106;	Eukaryota
Q9N126	RDH8_BOVIN	312	1.1.1.300	PF00106;	Eukaryota
O75452	RDH16_HUMAN	317	1.1.1.105; 1.1.1.209; 1.1.1.315; 1.1.1.53	PF00106;	Eukaryota
Q27979	RDH5_BOVIN	318	1.1.1.209; 1.1.1.315; 1.1.1.53	PF00106;	Eukaryota
Q6W8Q2	REHY_WHEAT	218	1.11.1.15	PF10417;PF00578;	Eukaryota
Q9ZLF9	RIR1_HELPJ	788	1.17.4.1	PF03477;PF02867;PF00317;	Bacteria
Q2HR67	RIR1_HHV8P	792	1.17.4.1	PF02867;PF00317;	Viruses
O46310	RIR2_LEIAM	345	1.17.4.1	PF00268;	Eukaryota
Q77MS0	RIR2_GAHVM	343	1.17.4.1	PF00268;	Viruses
P74240	RIR1_SYNY3	767	1.17.4.1	PF03477;PF02867;PF00317;	Bacteria
P9WH74	RIR1_MYCTO	725	1.17.4.1	PF02867;PF00317;PF08343;	Bacteria
O83972	RIR1_TREPA	845	1.17.4.1	PF03477;PF02867;PF00317;	Bacteria
Q6BII9	RIB7_DEBHA	247	1.1.1.302	PF01872;	Eukaryota
K7WIZ6	RIBRX_MAIZE	623	1.1.1.193; 3.2.2.-	PF08719;PF01872;	Eukaryota
O57175	RIR2_VACCA	319	1.17.4.1	PF00268;	Viruses
P00335	RIDH_KLEAE	249	1.1.1.56	PF00106;	Bacteria
Q9H6W3	RIOX1_HUMAN	641	1.14.11.-; 1.14.11.27	PF08007;	Eukaryota
Q4A0E7	ROCA_STAS1	514	1.2.1.88	PF00171;	Bacteria
Q6G6C0	ROCA_STAAS	514	1.2.1.88	PF00171;	Bacteria
P42454	RURE_ACIAD	393	1.18.1.1	PF07992;PF18113;	Bacteria
Q32HQ0	RUTA_SHIDS	382	1.14.99.46	PF00296;	Bacteria
P0AC41	SDHA_ECOLI	588	1.3.5.1	PF00890;PF02910;	Bacteria
Q8K2B3	SDHA_MOUSE	664	1.3.5.1	PF00890;PF02910;	Eukaryota
Q9UTJ7	SDHA_SCHPO	641	1.3.5.1	PF00890;PF02910;	Eukaryota
Q94523	SDHA_DROME	661	1.3.5.1	PF00890;PF02910;	Eukaryota
P31040	SDHA_HUMAN	664	1.3.5.1	PF00890;PF02910;	Eukaryota
Q00711	SDHA_YEAST	640	1.3.5.1	PF00890;PF02910;	Eukaryota
Q3B8J8	SDHB_XENLA	282	1.3.5.1	PF13085;	Eukaryota
P62341	SELT_HUMAN	195	1.8.1.9	PF10262;	Eukaryota
Q70JP0	SLDB_GLUOX	126	1.1.99.22		Bacteria
P32573	SPS19_YEAST	292	1.3.1.34		Eukaryota
P53642	SODM_BORPE	211	1.15.1.1	PF02777;PF00081;	Bacteria
P81082	SODCP_PINPS	15	1.15.1.1		Eukaryota
H6BDU4	SODC_CAMDR	153	1.15.1.1	PF00080;	Eukaryota
Q9U4X4	SODC_DROER	153	1.15.1.1	PF00080;	Eukaryota
P80733	SODM_STRGR	15	1.15.1.1		Bacteria
P14831	SODCP_SOLLC	217	1.15.1.1	PF00080;	Eukaryota
P85978	SODC_ASPNG	154	1.15.1.1	PF00080;	Eukaryota
Q95087	SODC_DROPB	114	1.15.1.1	PF00080;	Eukaryota
Q9P9L3	SODF_ACIAM	211	1.15.1.1	PF02777;PF00081;	Archaea
P80174	SODC_CARCR	167	1.15.1.1	PF00080;	Eukaryota
Q8HXQ0	SODC_MACMU	154	1.15.1.1	PF00080;	Eukaryota
P0AGD5	SODF_ECO57	193	1.15.1.1	PF02777;PF00081;	Bacteria
O78310	SODC2_ARATH	216	1.15.1.1	PF00080;	Eukaryota
A4WG49	STHA_ENT38	466	1.6.1.1	PF07992;PF02852;	Bacteria
P66009	STHA_SALTI	466	1.6.1.1	PF07992;PF02852;	Bacteria
A5U665	STHA_MYCTA	468	1.6.1.1	PF07992;PF02852;	Bacteria
A8GL77	STHA_SERP5	465	1.6.1.1	PF07992;PF02852;	Bacteria
Q1LNM2	SSUD_CUPMC	387	1.14.14.5	PF00296;	Bacteria
P73911	KATG_SYNY3	754	1.11.1.21	PF00141;	Bacteria
P50500	IRO_ACIFR	90	1.16.3.-		Bacteria
Q2U5I0	KOJA_ASPOR	428	1.14.13.-	PF01266;	Eukaryota
B2VK48	KEFG_ERWT9	184	1.6.5.2	PF02525;	Bacteria
B1X6K1	KEFG_ECODH	184	1.6.5.2	PF02525;	Bacteria
B2K5P7	KEFG_YERPB	182	1.6.5.2	PF02525;	Bacteria
Q93ZB2	KO1_ARATH	509	1.14.14.86	PF00067;	Eukaryota
P86327	LACC2_CERUI	62	1.10.3.2		Eukaryota
Q6B0I6	KDM4D_HUMAN	523	1.14.11.-	PF02373;PF02375;	Eukaryota
Q8VCD7	KDM4C_MOUSE	1054	1.14.11.-	PF02373;PF02375;PF18104;	Eukaryota
Q2QZ80	LAC21_ORYSJ	583	1.10.3.2	PF00394;PF07731;PF07732;	Eukaryota
Q9CXT6	KDM8_MOUSE	414	1.14.11.-; 3.4.-.-	PF13621;	Eukaryota
