P0CW05	AAM30191.1
Q50023	AAA62986.1
Q50023	CAB08431.1
Q50023	CAC31166.1
B4SC75	ACF42655.1
C3PG15	ACP32769.1
Q1H4G7	ABE48620.1
A4TKC7	ABP39739.1
Q0SXA5	ABF06310.1
Q8CQK1	AAO03613.1
Q2YBX2	ABB73749.1
B5EB49	ACH38910.1
C6E5Z3	ACT19545.1
B5XYD2	ACI06763.1
Q3Z490	AAZ87422.1
Q7TTX6	CAE06764.1
Q3AWR7	ABB26625.1
Q3B3Y0	ABB23951.1
Q8CT19	AAO04379.1
A4TS14	ABP42076.1
Q3M4H6	ABA24110.1
Q9KZP1	CAB88887.1
Q6L2M3	AAT42779.1
B1VMC3	BAG20233.1
A7FXD5	ABS34413.1
Q9ABR0	AAK22153.1
Q1MG27	CAK08096.1
B5R4J4	CAR34051.1
A3QI59	ABO25157.1
Q46482	ADC61767.1
Q46482	AAB02980.1
Q97C36	BAB59411.1
Q8P2U1	AAL96963.1
Q5P1F3	CAI08861.1
Q82FW3	BAC71851.1
Q9I626	AAG03881.1
Q2G1G5	ABD29338.1
Q5L3D0	BAD74550.1
Q3IEZ3	CAI85374.1
Q88C57	AAN70891.1
Q6D636	CAG74755.1
Q21E72	ABD83007.1
Q7UP21	CAD75244.1
Q7U5D4	CAE08288.1
A1WMN5	ABM58892.1
B1JW28	ACA89908.1
Q39E61	ABB09255.1
Q6G0L7	CAF25736.1
Q8DPB4	AAL00058.1
Q084V3	ABI71212.1
Q24MC6	BAE86816.1
B1IT29	ACA79440.1
P0CZ37	BAC64172.1
Q2ITP9	ABD08411.1
Q71WT2	AAT05234.1
Q14IE8	CAL08696.1
Q67KF7	BAD41841.1
Q3K403	ABA45726.1
A7MVN0	ABU71004.1
B2SM33	ACD57449.1
Q7NS12	AAQ61277.1
Q725C8	AAT02833.1
P65900	BAB57231.1
Q8RLD7	AAL91134.1
Q8RLD7	AAP57016.2
A8F8I3	ABV34467.1
Q8DIA7	BAC09235.1
B2IR37	ACB89301.1
B1JEQ3	ACA74943.1
A4WN42	ABP51809.1
C1ATA2	BAH53166.1
A5UBF4	ABQ98105.1
B1Y3Q1	ACB35754.1
Q329R2	ABB63943.1
Q8Z4R2	CAD02701.1
Q8Z4R2	AAO68077.1
O69054	AAC71709.1
Q28PY7	ABD55225.1
P69826	CAA51229.1
P69826	AAA69100.1
P69826	AAC75970.1
P69826	BAE76996.1
Q219F8	ABD86978.1
A8GP84	ABV75209.1
A4WBD3	ABP61013.1
C3MD72	ACP25391.1
Q99SX9	BAB58070.1
Q8PX06	AAM31112.1
B0R7Q4	CAP14773.1
Q7A4Q3	BAB42994.1
Q161I4	ABG33359.1
A8B006	ABV10635.1
A8Z1L1	ABX29034.1
Q9HMV4	AAG20467.1
B3ESC6	ACE06128.1
A9M3M7	ABX72952.1
B8DTI5	ACL29314.1
Q21XW1	ABD69392.1
Q74BF0	AAR35467.1
B7V0L8	CAW29812.1
P9WQK9	CAA88024.1
P9WQK9	CCP43681.1
Q6GI14	CAG40047.1
C4KJ09	ACR42573.1
A7FIG9	ABS49847.1
A7H088	EAU01103.1
Q83CA8	AAO90729.1
Q63HI2	AAU20183.1
Q0IDC6	ABI45940.1
C4XHR2	BAH76436.1
A4J540	ABO50193.1
B2VK01	CAO96871.1
Q5WJ89	BAD63566.1
Q110N1	ABG52043.1
Q07NE0	ABJ06544.1
B7H4T3	ACK59577.1
A1V9F1	ABM27067.1
A7MW43	ABU71346.1
Q7NKF4	BAC89465.1
A7H1T2	ABS43371.1
Q55798	BAA10550.1
B6EGG7	CAQ78383.1
B9MS28	ACM60482.1
Q6FA61	CAG69052.1
Q985B1	BAB54152.1
B7NVU2	CAR19335.1
Q12PE0	ABE54686.1
A9BDD9	ABX09752.1
B9JZC0	ACM35232.1
Q39D07	ABB09659.1
Q88KX9	AAN67773.1
A7Z3Y9	ABS73715.1
Q5E4H1	AAW86075.1
Q9HZF8	AAG06438.1
A3CXN3	ABN58133.1
A4TB97	ABP45516.1
Q3K148	ABA45713.1
Q9A515	AAK24621.1
Q5N040	BAD80330.1
Q145P6	ABE28943.1
Q8YE79	AAL53180.1
Q1J4X1	ABF38615.1
B0CJX7	ABY38978.1
C3P654	ACQ46674.1
Q8F4F6	AAN49284.2
B0C253	ABW27354.1
Q0A550	ABI58037.1
A2BZ78	ABM73089.1
A6WXM7	ABS13731.1
Q5X5E0	CAH12531.1
Q5M6C0	AAV59859.1
Q5FA99	AAW88888.1
A4XWS3	ABP85789.1
B4RQ61	ACF28873.1
P9WP36	AAK46538.1
P16553	AAA24499.1
Q8Z3P2	CAD03010.1
Q8Z3P2	AAO70643.1
Q9PBB8	AAF85025.1
Q1C3Y5	ABG14837.1
Q891J1	AAO36854.1
Q30R79	ABB44502.1
Q6G7I3	CAG43838.1
Q0HVV6	ABI42749.1
Q17XN9	CAJ99587.1
P96963	AAB49466.1
P96963	AAG07997.1
B2S9C4	ACD73476.1
Q9HM27	CAC11192.1
B0SL24	ABZ98517.1
Q1J9X6	ABF36685.1
P56155	AAD07078.1
C1AN24	BAH25703.1
Q732H8	AAS42839.1
B4UDQ2	ACG73468.1
Q8Q0J4	AAM29838.1
Q8DHW5	BAC09380.1
C1F0R6	ACO27622.1
A2RLC0	CAL98087.1
Q1QMP2	ABE62505.1
Q5M4I0	AAV60629.1
Q8Y662	CAC99916.1
P9WHK4	AAK47276.1
Q8EUX9	BAC44582.1
Q8G484	AAN25300.1
Q5JFM9	BAD84374.1
Q2LQ82	ABC76157.1
Q3AHU2	ABB35840.1
Q97CT9	BAB59154.1
Q2NHA5	ABC56798.1
A5IGX6	ABQ56626.1
Q4ZVD9	AAY36883.1
A8ANY8	ABV15201.1
Q47WQ9	AAZ26228.1
A6Q2C1	BAF69630.1
Q64T27	BAD49352.1
B7J6R2	ACK79035.1
C1CD54	ACO18373.1
P65614	SIU00018.1
Q3KMH9	AAX50443.1
Q5N3B6	BAD79204.1
P57491	BAB13114.1
P99144	BAB42300.1
Q5LZW8	AAV62547.1
B5ZYQ2	ACI54593.1
Q1C263	ABG15459.1
Q2FZ71	ABD30278.1
Q31C12	ABB49583.1
O31754	CAB13529.1
Q30QK7	ABB44724.1
Q3K146	ABA44928.1
Q57HW4	AAX67698.1
A9KDH0	ABS77310.1
Q473G7	AAZ60466.1
Q14JD0	CAL08331.1
Q59321	AAA80195.1
Q59321	AAC67775.1
A1A1I1	BAF39564.1
P0A7E9	CAA55388.1
P0A7E9	BAA02598.1
P0A7E9	AAB08600.1
P0A7E9	AAC73282.1
P0A7E9	BAB96747.1
Q8XD86	AAG58796.1
Q8XD86	BAB37950.1
Q9CE38	AAK06108.1
A6UV05	ABR56327.1
A2BLM0	ABM80881.1
Q2NEL4	ABC57739.1
O50979	AAC66333.1
P23161	AAA23278.1
Q63FX9	AAU19665.1
P57528	BAB13151.1
Q98K15	BAB48999.1
A5F1C1	ABQ19187.1
A5F1C1	ACP10964.1
A4YNR1	CAL75537.1
Q59614	AAA25510.1
Q62K91	AAU47450.1
Q9XD77	AAD41020.1
Q9XD77	AAD41022.1
A8Z0N3	ABX28312.1
Q8KZ94	BAC10678.1
Q479W5	AAZ48366.1
Q3JE87	ABA56859.1
A8A6L1	ABV08165.1
B0UV47	ACA32567.1
Q8THG2	AAM07894.1
B4EUI8	CAR40697.1
A6VPK5	ABR74902.1
Q07N61	ABJ06623.1
A5VIK0	ABQ82674.1
P0A4S5	CAE08232.1
Q1CGA8	ABG18972.1
Q1CGA8	EEO75097.1
Q3SJR5	AAZ97085.1
B7L9I0	CAU96500.1
A3D0Y0	ABN60393.1
C1A8S7	BAH38637.1
Q64RQ5	BAD49826.1
Q0RDQ8	CAJ64408.1
A7ZJM2	ABV17072.1
Q1QEW1	ABE73792.1
A5UBJ0	ABQ98141.1
B8E8S1	ACK45737.1
C1DD41	ACO73676.1
Q1GC70	ABF65746.1
B7M782	CAQ97710.1
P75782	AAC73894.2
P75782	BAA35473.2
B1H070	BAG13902.1
A7H000	EAU01093.1
Q67PQ7	BAD40336.1
Q87C06	AAO29139.1
Q3SH50	AAZ98039.1
C1CR56	ACO22437.1
B4T690	ACF65535.1
Q1LLA8	ABF09068.1
Q7WI42	CAE33506.1
B2A3L2	ACB86441.1
P75864	AAC74034.1
P75864	BAA35703.1
A8H3Y1	ABV87268.1
Q65R87	AAU38523.1
B9KIP4	ACM49356.1
P43041	BAA03627.1
P43041	ABC01791.1
Q03IK3	ABJ66969.1
Q73M68	AAS12158.1
Q9HNR3	AAG20157.1
Q1CCZ7	ABG20133.1
Q1CCZ7	EEO74719.1
A8HV93	BAF90287.1
Q81W01	AAP24093.1
Q81W01	AAT29117.1
Q81W01	AAT52377.1
Q5UZR5	AAV47238.1
Q39WF6	ABB31418.1
Q720E8	AAT04066.1
Q1MPW8	CAJ54959.1
Q49V52	BAE19358.1
A8FG15	ABV63182.1
B1JQH4	ACA67381.1
A9AEQ7	ABX16088.1
A9AEQ7	BAG42791.1
Q49X74	BAE18624.1
Q1G9U8	CAI98076.1
B1KWJ2	ACA54175.1
Q58271	AAB98866.1
A3MML4	ABO05154.1
B3PGE8	ACE85909.1
Q8TGY6	AAM02429.1
B0KCJ2	ABY94035.1
Q57FK3	AAX73581.1
Q0TBG6	ABG71713.1
Q81LA9	AAP28413.1
Q81LA9	AAT33839.1
Q81LA9	AAT56675.1
Q46IX0	AAZ58558.1
A7NM86	ABU58641.1
A8YV45	ABX27133.1
Q92RM4	CAC45411.1
Q7VXY3	CAE41877.1
A1SEK1	ABL80236.1
A6UWU6	ABR56968.1
Q3KH98	ABA72858.1
B7JLZ5	ACK91776.1
A7ZMB5	ABV20902.1
Q82T75	CAD85957.1
Q3IRF6	CAI49287.1
B9IXD7	ACM14358.1
B8I7T9	ACL75096.1
Q04539	AAA98231.1
Q04539	AAP86172.1
B1LAG5	ACB09313.1
B7LPC8	CAQ90345.1
A8EXS5	ABV73158.1
P0A7Z2	AAG58041.1
P0A7Z2	BAB37208.1
Q8EDJ2	AAN55782.1
A1RU36	ABL88468.1
B2S100	AAX17156.1
P57285	BAB12905.1
Q1RBE3	ABE07321.1
Q9CK91	AAK03821.1
C5A0I5	ACR65481.1
Q9Z8Z9	AAD18338.1
Q9Z8Z9	AAF38401.1
Q9Z8Z9	BAA98395.1
Q9Z8Z9	AAP98121.1
A2BKC0	ABM80431.1
B7N7F6	CAR14418.1
A8GM00	ABV74425.1
Q21CM2	ABD85864.1
Q3A2F8	ABA89449.1
A7ZGB4	EAT99072.1
Q15Q09	ABG42029.1
B7LVU5	CAQ87648.1
B2FNF9	CAQ47970.1
Q4FS37	AAZ19171.1
A6LEV0	ABR44214.1
B2RIE4	BAG33139.1
Q8DY64	AAN00493.1
A6W6U4	ABS02533.1
Q93D95	AAL04086.1
Q93D95	AAN59542.1
B1XC52	ACB01256.1
A1WVT7	ABM61799.1
C0M821	CAW95086.1
B9KNI8	ACM00266.1
Q9CHN8	AAK04788.1
Q2K6B3	ABC91623.1
Q83IK0	AAN45736.1
Q83IK0	AAP19519.1
A9R5U7	ABX86280.1
O84274	AAC67865.1
B4T2Q8	ACF64255.1
A3PHR7	ABN75883.1
Q8EJ79	AAN53669.1
B9MQ93	ACM59885.1
B3QWS9	ACF13293.1
A4X9S3	ABP55654.1
B1VHD2	CAQ05173.1
Q9K5M8	BAB07779.1
B7UL45	CAS11282.1
A5FIX6	ABQ04835.1
P53363	CAA64969.1
P53363	CAA06006.1
P53363	CAA65297.1
P53363	AAC66558.1
P53363	CAA78150.1
Q46WY6	AAZ62347.1
A7Z4D7	ABS73863.1
A4W6I5	ABP59315.1
Q57E90	AAX74044.1
B2SEQ2	ACD30428.1
A4XN49	ABP68334.1
B1YIU3	ACB61419.1
Q64UQ5	BAD48774.1
Q66FC3	CAH19657.1
Q3MG79	ABA20007.1
B7NEC8	CAR15128.1
A7GZM1	EAT99461.1
A6M3M3	ABR37203.1
B0TGB2	ABZ84608.1
A0RR76	ABK82389.1
Q03QH0	ABJ64552.1
A6TFB5	ABR79249.1
B5Y1V5	ACI11533.1
B0S3V0	BAG09040.1
B9M164	ACM19134.1
A7H342	ABS44287.1
B0RDP8	CAQ03177.1
A4JA23	ABO53126.1
A5I814	ABS37512.1
A5I814	CAL85199.1
A5ICZ5	ABQ55245.1
Q7VNB5	AAP95565.1
A0L2I5	ABK50254.1
Q5F7B7	AAW89920.1
B5Z772	ACI27421.1
A8FPK4	ABV34777.1
Q8DND3	AAL00602.1
Q31VC8	ABB67980.1
A1WD86	ABM44211.1
C1CGR5	ACO18470.1
A5G9V1	ABQ28569.1
A9MLL7	ABX23836.1
B0UWH2	ACA31646.1
Q8DED2	AAO09175.1
Q88T09	CCC80228.1
Q5GWB9	AAW77002.1
A5GLH7	CAK23792.1
P44788	AAC22284.1
Q7U7D3	CAE07567.1
Q3Z5S7	AAZ86885.1
Q3M3F3	ABA24483.1
C3MEN7	ACP25878.1
B8CUC9	ACJ31121.1
A4Y2M8	ABP74211.1
Q3K5T2	ABA76872.1
A1STS1	ABM02886.1
B1KKY5	ACA88791.1
Q3AGW9	ABB36163.1
A5GP74	CAK24739.1
Q7MGK4	BAC95991.1
Q820Z6	AAN45817.1
Q820Z6	AAP19592.1
C6DFR7	ACT14806.1
A8A899	ABV08753.1
A9N8B3	ABX69566.1
P57192	BAB12810.1
A5IIR1	ABQ46084.1
Q0I6T7	ABI46993.1
B4TKI0	ACF68448.1
Q8YK41	BAB77407.1
B4TXB2	ACF90874.1
Q2IHR2	ABC84119.1
B4U6H0	ACG58306.1
Q9ZCJ3	CAA15175.1
Q0SP65	ABH01363.1
Q0SP65	AEL69330.1
A3M2K0	ABO11144.2
P67088	AAG58282.1
P67088	BAB37450.1
A9BIM4	ABX32187.1
Q0VKW4	CAL18184.1
A8EU69	ABV67493.1
C5A1F5	ACR65487.1
Q82XP5	CAD84122.1
B2VCV1	CAO98020.1
Q88WF3	CCC78989.1
Q87D02	AAO28752.1
Q8PHV0	AAM37993.1
Q31AH1	ABB50124.1
Q74E88	AAR34401.1
P44633	AAC21978.1
A0QIB9	ABK66342.1
B8F5G6	ACL32568.1
B4T7Z6	ACF67035.1
B7L253	ACK81843.1
Q5PBM1	AAV86308.1
Q21HN4	ABD81795.1
Q8DJT5	BAC08689.1
A5WFD7	ABQ94378.1
Q47N41	AAZ56128.1
Q9AE09	AAK19840.1
Q9AE09	BAB99053.1
Q9AE09	CAF20042.1
Q46JY8	AAZ58190.1
Q2KE72	ABC88864.1
B2AGG2	CAP62861.1
C3KTD2	ACQ55120.1
Q8FGR3	AAN80731.1
B1J0M8	ACA77422.1
B2FRN7	CAQ47127.1
Q2SZ55	ABC36557.1
B2T6X2	ACD18146.1
Q92TC1	CAC41426.1
B2TMZ2	ACD22406.1
A6Q3Z8	BAF70207.1
Q02AG7	ABJ81955.1
Q6AFB4	AAT88931.1
B7JZG7	ACK64127.1
Q2Y5G4	ABB76007.1
Q824M6	AAP04871.1
B4EES5	CAR53660.1
B3GY41	ACE61864.1
B2TMZ1	ACD24753.1
Q8E2R7	CAD47709.1
Q6A8K8	AAT82908.1
B5YKE9	ACI21398.1
Q2G1M6	AAP82070.1
Q2G1M6	ABD29265.1
Q7V1D3	CAE19401.1
Q5LNT7	AAV96352.1
Q3YRE0	AAZ68715.1
A7ZGE5	EAT99112.1
B9KE83	ACM64871.1
A8EZ47	ABV73630.1
Q3ZZK6	CAI82607.1
B3WC55	CAQ65956.1
Q9CDL2	AAK06305.1
A4J536	ABO50189.1
Q13UC0	ABE32319.1
Q7VKV4	AAP96513.1
P0A810	AAN80732.1
P9WPW5	CCP45298.1
Q7V113	CAE19536.1
B2GB19	BAG26851.1
B5Z7P2	ACI27591.1
B7MIF5	CAR02355.1
Q3J0F8	ABA79726.1
Q3AU83	ABB27442.1
B7LFB8	CAU96980.1
P0C7I7	AAM39943.1
B7K3M6	ACK65368.1
A5CEJ6	CAM80578.1
Q8EEF3	AAN55463.1
A8GCT2	ABV40922.1
P08881	AAA98405.1
P08881	CAA31140.1
P08881	AAA69750.1
A0KPA3	ABK37348.1
A3M7W0	ABO13004.2
P42315	BAA11705.1
P42315	CAB15925.1
C1AF62	BAH26891.1
C8U5G9	BAI29898.1
B0K956	ABY94669.1
B7IIT3	ACK95010.1
Q0HIZ1	ABI38976.1
Q2YT89	CAI81199.1
Q9PJP0	AAF39591.1
A4VYM0	ABP91209.1
Q8XAU1	AAG55628.1
Q8XAU1	BAB34681.1
C0MC84	CAW97625.1
A9NF61	ABX80991.1
B7MVB0	CAR08026.2
A4VSD3	ABP89022.1
A7ZKB7	ABV17192.1
A7ME53	ABU77610.1
C4ZY95	ACR64490.1
A8AB48	ABU82150.1
A9MEG7	ABX21424.1
A7ME54	ABU77611.1
Q8CR03	AAO05817.1
C8UMM6	BAI35146.1
B7NU06	CAR17562.1
C4ZY90	ACR64587.1
B6I988	BAG76598.1
A8A0H0	ABV06024.1
B5R378	CAR34919.1
Q83LK8	AAN42638.2
Q83LK8	AAP16523.1
P37075	CAA47974.1
B7MV10	CAR07926.1
Q83LK7	AAN42639.1
Q83LK7	AAP16524.1
A8A0H1	ABV06025.1
A7MFX7	ABU77613.1
C5BF32	ACR71015.1
P83309	AAP88277.1
Q3J3V1	ABA78533.1
A3Q9I6	ABO22134.1
Q1RF31	ABE06033.1
P43911	AAC21869.1
A2SBI7	ABN01587.2
Q83SD5	AAN42096.1
Q83SD5	AAP15972.1
Q3Z2B0	AAZ88102.1
B5QUA2	CAR32080.1
A0KRK1	ABK46420.1
A0KQK0	ABK39273.1
Q2SAE6	ABC32378.1
Q3A7T7	ABA87557.1
B9JBH4	ACM25880.1
Q73YC1	AAS04352.1
Q0I0D0	ABI41175.1
B0SKW4	ABZ98457.1
Q58424	AAB99020.1
Q4ZQ94	AAY38678.1
Q3BUZ3	CAJ23366.1
A0LK14	ABK17766.1
A7GR32	ABS22590.1
B5Y1W4	ACI08673.1
Q7WKH5	CAE32627.1
Q8D307	BAC24340.1
C1EMB1	ACO25910.1
Q895H6	AAO35864.1
A7ZXQ7	ABV05061.1
Q87BT3	AAO29212.1
Q82UJ6	CAD85399.1
Q0A9A9	ABI56578.1
A1KM58	CAL72721.1
B7UPK4	CAS11906.1
A9MS81	ABX24425.1
Q0TK43	ABG68688.1
Q1QLD9	ABE62958.1
A3N959	ABN83685.1
Q7VY74	CAE41771.1
Q6D9I5	CAG73545.1
A8FP33	ABV53220.1
A3NQX5	ABN89212.1
Q8PUG1	AAM32069.1
Q03UM2	ABJ63100.1
A0KAV9	ABK09636.1
Q8Y7H7	CAC99380.1
B2SAF6	ACD73843.1
A0AIA3	CAK20735.1
Q98MD2	BAB48181.1
P65261	AAL97733.1
A5EJ24	ABQ36168.1
Q1AT13	ABG05465.1
A7INJ8	ABS69592.1
A1T700	ABM12950.1
B3QIL2	ACF01365.1
B5QZ62	CAR35570.1
A3MBT7	ABO02072.1
B1LG09	ACB18186.1
A2CCJ0	ABM79200.1
A3PJL9	ABN76535.1
Q49XD4	BAE18563.1
C3LR34	ACP06712.1
A0L2D8	ABK50207.1
B9JET5	ACM28504.1
C3P0C9	ACQ49491.1
A4WE04	ABP61934.1
B7UIC1	CAS07624.1
Q0T8C7	ABF02349.1
Q2KWY3	CAJ48738.1
Q9PKE2	AAF39365.1
B6EMX8	CAQ78257.1
P57033	CAM07802.1
Q631J1	AAU15424.1
B3QZ04	ACF13697.1
Q5ZRL2	AAU28916.1
A1RE93	ABM22988.1
P37949	CAA62842.1
P37949	BAA12460.1
P37949	CAB14493.1
P37949	BAA04544.1
Q5YRY0	BAD59061.1
A0M5U1	CAL67986.1
Q2K8V9	CAA72400.1
Q2K8V9	ABC90727.1
Q8Y742	CAC99557.1
Q8Y742	AAG42268.1
Q3A2A9	ABA89498.1
B0TR57	ABZ77788.1
B0KV29	ABZ00265.1
B7GH19	ACJ32975.1
A6X187	ABS14991.1
B1V9C5	CAM11557.1
B0RIP4	CAQ01535.1
Q89GB0	BAC51700.1
Q8E9N4	AAN57205.1
B5BCG1	CAR60154.1
A6V4G9	ABR84097.1
Q9CGG8	AAK05226.1
Q2YWR5	CAI80479.1
Q9KTF9	AAF94105.1
B8F8N6	ACL33688.1
Q68W08	AAU04184.1
A3PHQ9	ABN75875.1
A8H1C5	ABV86362.1
B7LF05	CAU99015.1
A7HP03	ABS61636.1
Q9K8E8	BAB06777.1
A4J7F8	ABO51011.1
A1SWY4	ABM03999.1
Q0S2H1	ABG98265.1
Q46525	AAB65807.1
A6QG97	BAF67379.1
Q470E9	AAZ61234.1
A2RF66	CAM30495.1
P37005	AAA97299.1
P37005	AAC77356.1
P37005	BAE78392.1
B0TJB0	ABZ75701.1
Q9A7I8	AAK23711.1
P37945	CAA53984.1
P37945	CAA99540.1
P37945	CAB14780.1
C3LST8	ACP04964.1
Q9AAA6	AAK22685.1
Q1RH96	ABE05268.1
Q7UF32	CAD78851.1
B3PYQ2	ACE90981.1
Q2K8X7	ABC90709.1
Q9X6P4	AAD30149.1
Q9X6P4	AAG07032.1
Q1BHG9	ABF80936.1
A5EWF3	ABQ14320.1
B2I6V1	ACB92928.1
B7LW80	CAQ87784.1
Q7MUD1	AAQ66627.1
A9M1J8	ABX72596.1
Q55746	BAA10391.1
B0UV09	ACA32158.1
P58275	BAB59298.1
A6VBU6	ABR85770.1
Q7UEV1	CAD78933.1
A4TL79	ABP40041.1
Q3SKM9	AAZ96750.1
A8GU85	ABV79367.1
A1SZP2	ABM04957.1
Q6D8D0	CAG73955.1
Q48F69	AAZ34441.1
A7FMJ7	ABS46062.1
P74956	AAC44747.1
P74956	BAC59182.1
Q2IL69	ABC82395.1
Q0HY34	ABI41971.1
B2VHX9	CAO95949.1
Q3Z5H9	AAZ86983.1
P0A1X5	CAD08684.1
P0A1X5	AAO67957.1
Q92II0	AAL02978.1
Q71YH2	AAT04642.1
A8M1E8	ABV98109.1
A8GID3	ABV42873.1
Q4USQ0	AAY49923.1
P32203	CAA80951.1
A1KW60	CAM11116.1
Q2KA78	ABC90258.1
B4TK57	ACF68709.1
C3LS47	ACP04840.1
A9KC41	ABS78090.2
A6T4Y4	ABR75655.1
Q5QHW1	AAS48489.1
B7JUM7	ACK65571.1
A4Y3Y4	ABP74667.1
Q1CT05	ABF84917.1
Q4L8V3	BAE03922.1
Q8ZR69	AAL19489.1
P21309	AAA25617.1
P21309	CAA30830.1
C3LB27	ACP13620.1
Q5NZT6	CAI09428.1
Q7A5Y8	BAB42342.1
C3LNF3	ACP06079.1
B5YKK1	ACI21911.1
Q2YT98	CAI81190.1
A8Z6M1	ABW74801.1
Q5NZG5	CAI09549.1
Q4UV71	AAY49052.1
Q0BN22	ABI82512.1
Q7MNU6	BAC93383.1
Q87AG5	AAO29692.1
Q9K0D7	AAF41090.1
Q2NCA3	ABC62688.1
Q5H0G3	AAW75558.1
Q0BE25	ABI87598.1
Q39F53	ABB08913.1
Q168E3	ABG31650.1
Q3I354	ABA26840.1
Q3I354	EAQ72038.1
Q1R023	ABE57935.1
B4RBY4	ACG78181.1
A2SB83	ABN02028.1
A7H3V3	ABS43410.1
A5EK46	ABQ36540.1
A7ZVS8	ABV18841.1
Q3SPI3	ABA05808.1
A4XSR2	ABP84378.1
Q02SZ7	ABJ13453.1
A3D382	ABN61195.1
Q16DC4	ABG30019.1
Q327K9	ABB64496.1
B4SQP9	ACF51104.1
A9MBM8	ABX63765.1
P0C111	AAX74498.1
A7H688	ABS24234.1
A5VRG8	ABQ60855.1
A9KXE0	ABX48879.1
Q3KLG4	AAX50808.1
C3LQU1	ACP06619.1
B7KZG7	ACK83199.1
B7V9D2	CAW25718.1
Q8F3U4	AAN49505.2
O51253	AAC66631.1
Q1QMM8	ABE62519.1
Q8D2U9	BAC24399.1
A4XQT0	ABP83696.1
P61038	AAS12818.1
Q12SC1	ABE53655.1
Q824Q4	AAP04840.1
Q9EV47	BAB19207.1
Q9EV47	BAJ03998.1
Q9ZI86	AAC97167.1
Q9ZI86	AAG07371.1
A5CVZ9	BAF61875.1
Q7NQ05	AAQ61996.1
Q7MAR3	CAE09249.1
B0KFS0	ABZ00393.1
F2JXJ3	AAY33849.1
F2JXJ3	ADZ91893.1
B1X8M0	ACB04655.1
Q8KCC4	AAM72725.1
Q1I5C4	CAK17161.1
Q02FQ1	ABJ14154.1
Q7NQI3	AAQ61815.1
Q9KTE4	AAF94120.1
B5R2Y9	CAR33874.1
P58377	CAC41846.1
C3LWP7	ACP07902.1
B1X8X7	ACB03424.1
Q3BZH2	CAJ21741.1
P47418	AAC71390.1
Q32DS5	ABB62530.1
B5EZI7	ACH50514.1
B5YXW9	ACI34907.1
P9WK18	AAK47254.1
P0AE18	AAA24112.1
P0AE18	AAB08597.1
P0AE18	AAC73279.1
P0AE18	BAB96743.1
O26867	AAB85276.1
O58362	BAA29717.1
E6TMM3	ADU01629.1
Q3YZN3	AAZ89029.1
B5FPM6	ACH75871.1
Q59266	AAB84229.1
Q5HNB2	AAW54723.1
A4T183	ABP47722.1
P37353	AAB04893.1
P37353	AAC75320.1
P37353	BAA16084.1
C5CP20	ACS21484.1
P63525	BAB57959.1
A5CWR5	BAF61616.1
A8Z0D7	ABX29011.1
Q11U88	ABG59026.1
A5FG67	ABQ05803.1
O06930	AAC45406.1
A3D0E1	ABN60204.1
A8GKF8	ABV43598.1
Q7N6K4	CAE13839.1
P9WJP3	CCP43291.1
B5XYD0	ACI08772.1
Q93DZ0	AAL09995.1
Q93DZ0	CAE12039.1
Q93DZ0	CAJ30123.1
Q93DZ0	CAM78030.1
Q93DZ0	CDK99587.1
Q9CLV5	AAK03180.1
B7MBZ7	CAR04838.1
B1KMU6	ACA87474.1
B5R2Z0	CAR33875.1
Q0BX37	ABI77869.1
B1X8X8	ACB03425.1
P29208	AAA71917.1
P29208	AAC75321.1
P29208	BAA16085.2
B1WZR3	ACB51215.1
P69739	AAA23997.1
P69739	AAC74057.1
P69739	BAA35737.2
C6DBP5	ACT12162.1
B0UT51	ACA32654.1
A1WV94	ABM61606.1
Q12L09	ABE55867.1
A1R2B5	ABM08217.1
Q3B612	ABB23219.1
A4WVF5	ABP71369.1
B0JII8	BAG02486.1
A7HT37	ABS63070.1
Q3A5S0	ABA88287.1
A0PSI5	ABL05304.1
P0C1G5	CAG25802.1
B7HQR4	ACJ81406.1
B5FPE8	ACH74716.1
B3PQ91	ACE93103.1
B5BGR3	CAR61262.1
Q2J3G8	ABD04992.1
C3PN92	ACP53402.1
A3P7Q9	ABN95269.1
A4YKC5	CAL74351.1
Q8Z3E0	CAD07874.1
Q8Z3E0	AAO70809.1
Q1I7I9	CAK16390.1
Q4K9A4	AAY93343.1
A5N4L9	EDK32250.1
P96694	BAA19384.1
P96694	CAB12357.1
Q9X0R7	AAD36260.1
Q8ZIW3	CAL19054.1
Q8ZIW3	AAM84217.1
Q8ZIW3	AAS60798.1
B5ENG4	ACH82998.1
G2IQS8	BAD61060.1
G2IQS8	BAK65950.1
A3MBR2	ABO02347.1
Q7TYQ1	SIU01019.1
A1U1Q6	ABM18925.1
Q9CM47	AAK03080.1
Q493F2	AAZ40890.1
Q6F7W8	CAG69847.1
Q7W4E1	CAE39008.1
Q9KC92	BAB05400.1
Q63X63	CAH34667.1
C3PCC4	ACQ47015.1
Q2YVT7	CAI80099.1
B2I621	ACB92810.1
Q1BTS3	ABF76982.1
Q97KD5	AAK78960.1
P0CI33	CAL96946.1
P0A3Q3	AAN34215.1
P0A3Q3	AEM20492.1
A1A0T9	BAF39322.1
A4JPY0	ABO58333.1
P54419	AAB17066.1
P54419	AAC00242.1
P54419	CAB15033.1
A1WQM5	ABM59932.1
B1YU46	ACB64686.1
A8FZE2	ABV38215.1
C4XPZ6	BAH77696.1
