scientific_name,temp,dif,taxid
Cyanidioschyzon merolae,37.0,0.0,45157
Spiroplasma monobiae,30.0,0.0,2136
Chlamydomonas fasciata,20.0,0.0,1157963
Xenorhabdus bovienii,29.0,0.0,40576
Saccharopolyspora sp.,28.0,2.333333333333335,33915
Halomonas ramblicola,22.0,0.0,747349
Promicromonospora flava,28.0,0.0,
Kitasatospora aureofaciens,28.0,0.0,1894
Parvibaculum indicum,28.0,0.0,562969
Bacillus notoginsengisoli,32.0,0.0,1578198
Helicobacter fennelliae,37.0,0.0,215
Chelativorans oligotrophicus,30.0,0.0,449974
Sanguibacter inulinus,29.0,0.0,60922
Pseudomonas toyotomiensis,37.0,0.0,554344
Penicillium oxalicum,24.0,0.0,69781
Clostridioides sp.,30.0,0.0,1972855
Phormidium angustissimum,20.0,0.0,
Pseudodesulfovibrio hydrargyri,30.0,0.0,2125990
Victivallis vadensis,37.0,0.0,172901
Agromyces cerinus subsp. cerinus,30.0,0.0,232089
Mongoliitalea lutea,20.0,0.0,849756
Cupriavidus sp.,29.0,1.6666666667222199,1873897
Rhodocytophaga aerolata,30.0,0.0,455078
Beauveria felina,25.0,0.0,37994
Streptococcus anginosus subsp. whileyi,37.0,0.0,1272910
Streptosporangium amethystogenes subsp. fukuiense,28.0,0.0,698418
Streptomyces guanduensis,28.0,0.0,310781
Acinetobacter parvus,30.0,1.7658730157777769,134533
Mycetocola zhujimingii,28.0,0.0,
Pseudaminobacter sp.,28.0,0.0,1869340
Monodictys nigrosperma,22.0,0.0,
Nocardia otitidiscaviarum,28.66666666666667,1.2421652421282066,1823
Acetohalobium arabaticum,37.0,0.0,28187
Prevotella amnii,37.0,0.0,419005
Shimwellia blattae,32.333333333333336,0.7777777777777768,563
Salmonella enterica enterica Derby,30.0,2.333333333,
Brachybacterium huguangmaarense,28.0,0.0,1652028
Dolichospermum pseudocompactum,20.0,0.625,747515
Lactobacillus ghanensis,33.5,0.0,399370
Mucilaginibacter ximonensis,22.0,0.0,538021
Micromonospora craniellae,28.0,0.0,
Mesotoga infera,45.0,0.0,1236046
Messastrum gracile,20.0,0.0,81816
Actinomadura montaniterrae,32.0,0.0,1803903
Salmonella enterica indica,30.0,0.0,
Flavobacterium ceti,37.0,1.1666666666666652,395087
Glomerella phormii,25.0,0.0,
Agarivorans sp.,28.0,0.0,1872412
Brevibacterium celere,25.0,0.0,225845
Pseudohongiella nitratireducens,20.0,0.0,1768907
Saccharopolyspora hordei,45.0,2.125,1838
Actinomyces marimammalium,37.0,0.0,156892
Cladosporium macrocarpum,24.0,0.0,93488
Deinococcus peraridilitoralis,30.0,0.0,
Actinocorallia aurantiaca,30.25,2.25,46204
Flavobacterium hercynium,25.0,0.0,387094
Fusobacterium equinum,37.0,0.0,134605
Nonomuraea angiospora,31.66666666666667,0.0,46172
Xanthomonas theicola,30.0,0.0,56464
Cryobacterium flavum,10.0,0.0,1424659
Streptosporangium vulgare subsp. antibioticum,28.0,0.0,
Costaria costata,10.0,0.0,2872
Rhodopirellula islandica,28.0,0.0,595434
Sphingomonas gotjawalisoli,20.0,0.0,1861874
Monoglobus pectinilyticus,37.0,0.0,1981510
Stenotrophomonas tumulicola,24.0,0.0,1685415
Allochromatium vinosum,25.0,0.0,1049
Streptosporangium jiaoheense,24.0,0.0,1544744
Anabaena variabilis,19.0,0.0,
Opitutus terrae,28.0,0.0,107709
Marinobacter santoriniensis,37.0,0.0,523742
Micractinium pusillum,20.0,0.0,126839
Methanohalophilus mahii DSM 5219,37.0,0.0,547558
Blidingia sp. sp. no data ,10.0,0.0,
Nisaea nitritireducens,30.0,0.0,568392
Mucor circinelloides,24.0,0.333333333,36080
Ochrobactrum haemophilum,30.0,0.0,
Mycoplasma leachii,37.0,0.0,2105
Kangiella geojedonensis,25.0,0.0,914150
Sneathiella glossodoripedis,35.0,0.0,418853
Caballeronia hypogeia,30.0,0.0,1777140
Lactobacillus delbrueckii subsp. sunkii,30.0,0.0,1050107
Natronobacterium texcoconense,37.0,0.0,1095778
Psychrobacter piscatorii,20.0,0.0,554343
Shewanella woodyi,25.0,0.0,60961
Haloechinothrix halophila,37.0,0.0,
Couchioplanes caeruleus,28.0,0.0,56438
Desulfomicrobium escambiense,30.0,0.0,29503
Lutibacter flavus,28.0,0.0,691689
Rodentibacter mrazii,37.0,0.0,1908257
Arenimonas metalli,28.0,0.0,948077
Leptospira interrogans Benjamini,29.0,0.0,
Salinicola halophilus,29.0,0.0,184065
Streptomyces ambofaciens,28.66666666666667,0.22222222222222232,1889
Helicobacter pullorum,39.5,0.8333333333333349,35818
Mycobacterium bovis,37.0,0.0,
Aliidiomarina taiwanensis,24.0,0.0,946228
Helcococcus kunzii,34.666666666666664,0.3333333333333333,40091
Clostridium quinii,37.0,0.0,36850
Streptomyces ziwulingensis,28.0,0.0,1045501
Alicyclobacillus acidocaldarius subsp. acidocaldarius,60.0,0.0,1388
Corynespora cassiicola,24.0,0.0,59586
Synechocystis sp.,20.5,2.5,1143
Penicillium commune,23.0,1.0,36653
Penicillium megasporum,24.0,0.0,69778
Peterozyma xylosa,25.0,0.0,1337056
Arthrobacter methylotrophus,25.0,0.0,121291
Desulfovibrio salexigens,30.0,0.0,880
Novosphingobium piscinae,30.0,0.0,1507448
Pseudonocardia xishanensis,28.0,0.0,630995
Emticicia ginsengisoli,17.0,0.0,363851
Mycobacterium brumae,33.5,0.0,
Armillaria mellea,23.0,1.0,47429
Edwardsiella anguillarum,30.0,0.0,1821960
Chitinispirillum alkaliphilum,30.0,0.0,1008392
Saccharothrix lopnurensis,28.0,0.0,1670621
Methanosphaera cuniculi,37.0,0.0,1077256
Sphingomonas mali,30.0,0.0,40682
Rhizobium etli,30.0,0.0,29449
Fulvivirga lutimaris,30.0,0.0,1819566
Escherichia coli O Rough: H7,30.0,0.0,
Chlorarachnion sp. ,20.0,0.0,
Rhodomonas falcata,15.0,0.0,356655
Clostridium clariflavum,55.0,0.0,
Avibacterium volantium,37.0,0.0,762
Photorhabdus temperata subsp. tasmaniensis,28.0,0.0,
Bacillus horneckiae,28.0,0.0,549687
Georgenia halophila,28.0,0.0,620889
Prolinoborus fasciculus,30.0,0.0,1056810
Bjerkandera sp.,20.0,0.0,1897508
Stenotrophomonas daejeonensis,31.0,0.0,659018
Photobacterium alginatilyticum,32.0,0.0,1775171
Pontibacter roseus,30.0,0.0,336989
Altererythrobacter luteolus,27.5,2.5,295089
Flavobacterium indicum,33.5,0.0,312277
Lactococcus formosensis,28.0,0.0,1281486
Nocardiopsis fragmentaris,28.0,0.0,
Pseudenhygromyxa salsuginis,28.0,0.0,442868
Rhodanobacter caeni,28.0,0.0,657654
Streptomyces flavovariabilis,28.0,0.0,284031
Nocardia farcinica,31.66666666666667,2.7078431373333327,37329
Viridibacillus arenosi,30.0,0.0,263476
Marinomonas vaga,25.0,0.0,28255
Pseudoalteromonas elyakovii,22.5,0.0,81037
Glycomyces tarimensis,28.0,0.0,1268671
Thermoanaerobium olidum,70.0,0.0,
Geminocystis sp. ,20.0,0.0,
Clostridium cocleatum,37.0,0.0,
Paenibacillus mobilis,35.0,0.0,1715729
Planococcus citreus,28.0,0.0,1373
Aquimarina gracilis,26.0,0.0,874422
Parabacteroides chartae,37.0,0.0,1037355
Bacillus pseudoalcaliphilus,30.0,0.0,
Flagellimonas flava,28.0,0.0,570519
Lewinella antarctica,17.0,3.0,442734
Halorhabdus sp.,37.0,0.0,1961697
Malassezia sp.,30.0,0.0,2011732
Hyperthermus butylicus,99.0,0.0,54248
Bacillus thuringiensis  neoleonensis,0.0,0.0,
Leptospira santarosai Tropica,29.0,0.0,
Desmarestia gayana,10.0,0.0,62304
Spongiibacter sp.,20.5,4.5,2024860
Myroides phaeus,28.0,0.0,702745
Amycolatopsis nigrescens,29.0,0.0,381445
Rummeliibacillus pycnus,30.0,0.26666666666666666,101070
Nonomuraea asiatica,28.0,0.0,134960
Microbotryum scorzonerae,20.0,0.0,72746
Paenibacillus endophyticus,25.0,0.0,1294268
Terribacillus saccharophilus,30.0,0.0,361277
Streptococcus pneumoniae 9A,37.0,0.0,
Spongiibacter tropicus,28.0,0.0,454602
Veillonella parvula,37.0,0.0,29466
Spirosoma horti,20.0,0.0,1987382
Actinoacidiphilus helicoides,28.0,0.0,
Novosphingobium oryzae,30.0,0.0,1522744
Nocardiopsis alkaliphila,28.0,0.0,225762
Phytophthora cinnamomi,24.0,0.0,4785
Cryptomonas rostratiformis,15.0,0.0,356651
Actinopolymorpha rutila,28.0,0.0,446787
Paenibacillus daejeonensis,30.0,0.0,135193
Salmonella enterica subsp. diarizonae,30.0,0.0,59204
Intrasporangium mesophilum,28.0,0.0,889944
Thiofilum flexile,25.0,0.0,125627
Armatimonas rosea,30.0,0.0,685828
Mesonia mobilis,28.0,0.0,369791
Plantactinospora veratri,28.0,0.0,1436122
Marinobacter salexigens,22.0,0.0,1925763
Paucimonas lemoignei,29.0,0.0,29443
Collinsella stercoris,37.0,0.0,147206
Jejuia pallidilutea,28.0,0.0,504487
Balneatrix alpica,30.0,0.0,75684
Maribius pontilimi,30.0,0.0,1964209
Altererythrobacter rigui,20.0,0.0,1708790
Micromonospora globbae,34.0,0.0,1894969
Pseudomonas meliae,28.0,0.0,86176
Photorhabdus kayaii,30.0,0.0,230088
Leptospira interrogans Wolffi,29.0,0.0,
Norrisiella sphaerica,20.0,0.0,552664
Clavispora lusitaniae,25.0,0.0,36911
Chlamydomonas coccoides,20.0,0.0,1543968
Rhodoplanes elegans,26.0,0.0,29408
Streptomyces griseochromogenes,28.0,0.0,68214
Citreicella marina,30.0,0.0,
Pseudomonas asiatica,30.0,0.0,2219225
Lactobacillus paracaseï paracaseï,37.0,0.0,
Pseudomonas anguilliseptica,25.83333333333333,0.8333333333333334,53406
Bacillus fortis,30.0,0.0,254758
Sordaria fimicola,24.0,0.0,27338
Plectosphaerella cucumerina,25.0,0.166666667,40658
Anacystis marina,20.0,0.0,2081909
Thermobifida alba,37.0,0.0,53522
Chrysochromulina hirta,15.0,0.0,
Lysobacter ruishenii,28.0,0.0,686800
Testudinibacter aquarius,37.0,0.0,1524974
Intestinimonas timonensis,37.0,0.0,1689270
Nonlabens tegetincola,28.0,0.0,323273
Planothidium lanceolatum,15.0,0.0,216798
Alteromonas litorea,28.0,0.0,252597
Hydrogenophaga atypica,29.0,0.0,249409
"Escherichia coli O157: K88a,c: H19",30.0,0.0,
Lysobacter bugurensis,28.0,0.0,543356
Nioella sediminis,28.0,0.0,1912092
Prevotella oulorum,37.0,0.0,28136
Sphingopyxis italica,25.0,0.0,1129133
Streptococcus peroris,37.0,0.0,68891
Streptomyces nashvillensis,28.0,0.0,67334
Pseudoclitocybe expallens,25.0,0.0,1048952
Aquaspirillum soli,34.0,0.0,1591092
Amnibacterium kyonggiense,28.0,0.0,595671
Actinobaculum suis,37.0,0.0,1657
Rodentibacter ratti,37.0,0.0,1906745
Aminobacterium thunnarium,37.0,0.0,1482737
Bacillus algicola,30.0,0.0,225844
Cohnella phaseoli,30.0,0.0,456490
Actinomadura craniellae,28.0,0.0,
Panacibacter ginsenosidivorans,24.0,0.0,1813871
Luteivirga sdotyamensis,25.0,0.0,1182408
Runella palustris,25.0,0.0,1681844
Stictyosiphon sorifera,10.0,0.0,
Mycobacterium aquiterrae,24.0,0.0,627680
Oceanicola granulosus,30.0,0.0,252302
Henriciella marina,28.0,0.0,453851
Algicola bacteriolytica,22.0,0.0,71383
Aminobacterium mobile,37.0,0.0,81467
Desulfatirhabdium butyrativorans,28.0,0.0,340467
Gordonia didemni,28.0,0.0,1934933
Sphingobacterium cladoniae,25.0,0.0,634159
Streptomyces albiflaviniger,28.0,0.0,114683
Leeuwenhoekiella nanhaiensis,22.0,0.0,1655491
Gemmobacter changlensis,28.0,0.0,
Aliifodinibius sp.,28.0,0.0,1872440
Rothia dentocariosa,37.0,0.0,2047
Halomonas sp.,27.0,3.1142857142857148,1486246
Microbacterium lindanitolerans,28.0,0.0,550448
Acidipropionibacterium jensenii,31.75,1.75,1749
Actinosynnema pretiosum subsp. auranticum,28.0,0.0,42198
Micromonospora narathiwatensis,28.0,0.0,299146
Streptococcus suis 4,37.0,0.0,
Xenomeris abietis,25.0,0.0,2075492
Kingella kingae,34.666666666666664,0.26666666666666666,504
Parapedobacter lycopersici,26.0,0.0,1864939
Listeria aquatica,30.0,0.0,1494960
Bifidobacterium mongoliense,37.0,0.0,518643
Pseudomonas veronii veronii,30.0,0.0,
Phormidesmis molle,20.0,0.0,128142
Salmonella enterica enterica Zanzibar,30.0,0.0,
Desmodesmus serratus,20.0,0.0,91204
Gonium multicoccum,20.0,2.14285714285714,47784
Parachlamydia acanthamoebae,25.0,0.0,83552
Undibacterium terreum,28.0,0.0,1224302
Aeromonas ichthiosmia,30.0,0.0,
Streptococcus oralis oralis,37.0,0.0,
Streptomyces aureofaciens,29.0,0.0,
Cryobacterium levicorallinum,10.0,0.0,995038
Methylobacterium nodulans,34.0,0.0,114616
Saccharothrix variisporea,28.0,0.0,543527
Acetivibrio cellulolyticus,37.0,0.0,
Winogradskyella psychrotolerans,21.0,0.0,1344585
Spirochaeta smaragdinae,35.0,0.0,
Tessaracoccus arenae,30.0,0.0,1795307
Mychonastes sp. ,17.5,2.5,
Kitasatospora cinereorecta,28.0,0.0,285560
Sphaerisporangium rubeum,28.0,0.0,321317
Brevundimonas terrae,30.0,0.0,363631
Humibacter aquilariae,30.0,0.0,1848970
Prevotella enoeca,37.0,0.0,76123
Pseudidiomarina marina,26.0,0.0,
Thermaerobacter marianensis,75.0,0.0,73919
Pseudonocardia halophobica,28.0,0.0,29401
Pyrolobus fumarii,103.0,0.0,54252
Geobacter bemidjiensis,30.0,0.0,225194
Ruegeria salexigens,25.0,0.0,
Spirosoma navajo,30.0,0.0,229981
Streptomyces hydrogenans,29.0,0.0,1873719
Gloeomonas lateperforata,20.0,0.0,647329
Nitriliruptor alkaliphilus,29.0,0.0,427918
Marmoricola bigeumensis,28.0,0.0,433649
Haloactinopolyspora alba,37.0,0.0,648780
Penicillium sp.,22.5,0.5,5081
Microbacterium flavescens,26.33333333333333,0.0,69366
Lachnobacterium bovis,37.0,0.0,140626
Rhodopseudomonas palustris,27.5,0.0,1076
Sphingobacterium multivorum,29.33333333333333,0.5029239767192983,28454
Enterococcus wangshanyuanii,37.0,0.0,2005703
Mannheimia sp.,37.0,0.0,2081794
Pandorina morum,20.0,0.0,33099
Mycobacterium abscessus subsp. bolletii,33.5,0.0,
Chryseobacterium arothri,30.0,0.0,
Marinobacterium rhizophilum,28.0,0.0,420402
Prevotella sp.,37.0,0.0,59823
Exophiala spinifera,24.0,0.0,91928
Zobellella denitrificans,28.0,0.0,347534
Mycena citrinomarginata,20.0,0.0,230805
Calothrix desertica,18.0,0.0,32056
Cellulomonas terrae,29.0,0.0,311234
Thermogladius calderae,87.75,0.0,1200300
Desulfovibrio bastinii,37.0,0.0,47157
Anthracobia macrocystis,25.0,0.0,352968
Hysterangium stoloniferum,23.0,0.0,150792
Nocardia brasiliensis,30.83333333333333,2.9444444444444438,37326
Pythium megalacanthum,22.0,0.0,147705
Vulcanisaeta moutnovskia 768-28,79.0,0.0,985053
Bilophila wadsworthia,33.5,0.0,35833
Gelidibacter algens,10.0,0.0,49280
Oerskovia enterophila,30.16666666666667,1.5,43678
Pseudochrobactrum kiredjianae,25.0,0.0,
Granulicoccus phenolivorans,28.0,0.0,266854
Sulfurifustis variabilis,40.0,0.0,1675686
Streptococcus constellatus constellatus,37.0,0.0,
Silvimonas iriomotensis,28.0,0.0,449662
Gymnodinium catenatum,20.0,0.0,39447
Brachybacterium paraconglomeratum,30.25,2.25,173362
Helicobacter ailurogastricus,37.0,0.0,1578720
Photorhabdus luminescens akhurstii,30.0,0.0,
Hylemonella gracilis,28.66666666666667,1.3333333333333333,80880
Methylophaga thalassica,29.33333333333333,0.57142857142857,40223
Streptomyces antibioticus,28.0,0.0,1890
Methanofollis ethanolicus,37.0,0.0,488124
Marinoscillum furvescens,25.0,0.0,1026
Gallibacterium genomospecies 1,37.0,0.0,
Tepidibacter formicigenes,45.0,0.0,227138
Methylothermus thermalis,52.0,0.0,317575
Rhizoctonia muneratii,26.0,0.0,2075349
Dolichospermum  lemmermannii,22.0,2.0,
Nocardia alba,29.0,0.0,225051
Marinobacter sediminum,28.0,0.0,256323
Streptomyces zinciresistens,28.0,0.0,1073330
Clostridium perfringens E,37.0,0.0,451752
Micromonospora aurantiaca,34.75,3.75,47850
Pavlova sp. ,20.0,0.0,
Agromyces indicus,28.0,0.0,758919
Methanococcoides sp.,31.0,6.0,1966350
Paenibacillus radicis,28.0,0.0,1737354
Dickeya dadantii dadantii,30.0,0.0,
Legionella sainthelensi,37.0,0.0,28087
Arthrobacter subterraneus,28.5,0.5,335973
Bifidobacterium choerinum,37.0,0.0,35760
Massilia agilis,24.0,0.0,1811226
Microbacterium faecale,22.0,0.0,1804630
Pyrodictium brockii,97.0,0.0,35616
Rhodomonas chrysoidea,15.0,0.0,254933
Nocardioides ginsengisegetis,28.0,0.0,661491
Flavobacterium terriphilum,32.0,0.0,1706838
Lactivibrio alcoholicus,37.0,0.0,760261
Mycobacterium tusciae,32.333333333333336,0.7777777777777768,
Corynebacterium sputi,37.0,0.0,489915
Penicillium arenicola,24.0,0.0,168477
Chryseobacterium viscerum subsp. anurealyticum,30.0,0.0,
Polyangium sp.,28.0,0.0,57
Kribbella jiaozuonensis,28.0,0.0,
Microbacterium schleiferi,30.0,1.0,69362
Phytohabitans suffuscus,28.0,0.0,624315
Hypsizygus ulmarius,23.0,0.0,71891
Microbacterium aerolatum,26.5,0.0,153731
Micrasterias anomala,22.0,0.0,1028386
Flammeovirga kamogawensis,28.5,0.5,373891
Leptonema illini Illini,29.0,0.0,
Thiocapsa marina,25.0,0.0,244573
Brachyspira intermedia,37.0,0.0,84377
Fervidobacterium pennivorans,65.0,0.0,93466
Flavobacterium aquatile,27.5,0.0,245
Nocardioides terrae,28.0,0.0,574651
Alternaria zinniae,24.0,0.0,160392
Clostridium amazonense,37.0,0.0,1648214
Micromonospora wenchangensis,28.0,0.0,1185415
Serratia marcescens subsp. sakuensis,28.0,0.0,
Litorimonas haliclonae,19.0,0.0,2081977
Pleurotus sapidus,25.0,0.0,98349
Delftia deserti,28.0,0.0,1651218
Bacteroides eggerthii,37.0,0.0,28111
Cladostephus verticillatus,10.0,0.0,
Paenibacillus ripae,30.0,0.0,1617979
Clostridium perfringens C,37.0,0.0,79668
Bacillus thuringiensis  sinensis,0.0,0.0,
Bacillus sphaericus  H41,0.0,0.0,
Halomonas lutea,37.0,0.0,453962
Limnobacter thiooxidans,29.0,0.3333333333333333,131080
Beggiatoa leptomitoformis,25.0,0.0,288004
Mycobacterium arcueilense,30.0,0.0,
Oceanivirga salmonicida,18.0,0.0,1769291
Streptomyces libani subsp. rufus,28.0,0.0,249582
Ascocoryne sarcoides,20.0,0.0,139061
Hydrogenobacter thermophilus,70.0,0.0,940
Nocardia aobensis,29.0,0.0,257277
Zymobacter palmae,26.0,0.0,33074
Arthrobacter nicotianae,30.0,0.0,
Salimicrobium halophilum,32.5,0.0,86666
Streptomyces lateritius,28.0,0.0,67313
Kocuria indica,28.0,0.0,1049583
Mycobacterium stephanolepidis,30.0,0.0,
Nonomuraea harbinensis,28.0,0.0,1286938
Paenibacillus panacisoli,35.0,0.0,363858
Corticicoccus populi,24.0,0.0,1812821
Methanococcoides alaskense,20.0,0.0,325778
Lactobacillus ceti,37.0,0.0,395085
Longibaculum sp.,37.0,0.0,1918614
Escherichia coli O2,30.0,0.0,2067429
Herbaspirillum rubrisubalbicans,28.75,1.25,80842
Thiocapsa pendens,25.0,0.0,12934
Schizocladia ischiensis,17.5,2.5,196139
Lewinella aquimaris,25.0,0.0,1835722
Streptomyces clavuligerus,28.0,0.0,1901
Advenella alkanexedens,28.0,0.0,1481665
Labilibacter aurantiacus,20.0,0.0,1849719
Streptomyces fuscigenes,17.0,0.0,1528880
Peptoniphilus methioninivorax,37.0,0.0,907224
Clostridium bowmanii,15.0,0.0,132925
Proteus terrae,28.0,0.0,1574161
Gloeophyllum odoratum,22.0,0.0,139427
Acidicapsa ligni,25.0,0.0,542300
Paraburkholderia caledonica,31.75,1.75,134536
Vagococcus lutrae,37.0,0.0,81947
Mucilaginibacter gossypiicola,25.0,0.0,551995
Leptospira santarosai Trinidad,29.0,0.0,
Pseudomonas asuensis,30.0,0.0,1825787
Methanobacterium sp.,37.0,5.375,2164
Phaeomonas sp. ,20.0,0.0,
Aquimarina amphilecti,20.0,0.0,1038014
Lutibaculum baratangense,28.0,0.0,1358440
Thiothrix caldifontis,28.0,0.0,525918
Mucor tuberculisporus,24.0,0.0,
Clostridium barati,37.0,0.0,
Ostreopsis cf. ovata,20.0,0.0,119758
Dyadobacter crusticola,30.0,0.0,292407
Micromonospora terminaliae,30.0,0.0,1914461
Sediminibacterium ginsengisoli,28.0,0.0,413434
Aridibacter famidurans,27.0,0.0,1384638
Paenibacillus etheri,28.0,0.0,1306852
Ditylum brightwellii,10.0,0.0,49249
Setosphaeria rostrata,24.0,0.0,
Nonomuraea spiralis,29.33333333333333,0.0,46182
Kribbella koreensis,29.0,0.0,57909
Mycobacterium gastri,37.0,0.0,1777
Mycobacterium holsaticum,33.5,0.0,
Salmonella enterica enterica Virchow,30.0,0.0,
Cellvibrio fulvus,20.0,0.0,180916
Pseudomonas lundensis,26.66666666666667,1.0740740740740733,86185
Streptomyces rapamycinicus,28.0,0.0,1226757
Agaricus silvicola,25.0,0.0,83514
Glossomastix sp. ,20.0,0.0,
Leptospira interrogans Sentot,29.0,0.0,
Streptomyces daliensis,28.0,0.0,299421
Xylella fastidiosa subsp. fastidiosa,26.0,0.0,644356
Ancylobacter vacuolatus,30.0,0.0,223389
Desulfofrigus fragile,8.0,0.0,84983
Sabulilitoribacter arenilitoris,20.0,0.0,2044858
Rhodohalobacter barkolensis,25.0,0.0,2053187
Chryseobacterium halperniae,28.0,0.0,421072
Anoxybacillus contaminans,50.0,0.0,225988
Clostridium liquoris,34.0,0.0,1289519
Bacillus altitudinis,26.25,1.25,293387
Mycobacterium reunionae,37.0,0.0,
Methylomonas koyamae,25.0,0.0,702114
Dietzia aerolata,28.0,0.0,595984
Alternaria padwickii,25.0,0.0,714880
Zavarzinella formosa,20.0,0.0,360055
Spiroplasma kunkelii,30.0,0.0,47834
Arcicella aquatica,27.5,0.0,217141
Sphingopyxis sp.,30.0,1.35714285714286,1908224
Pseudoalteromonas nigrifaciens,23.75,0.25,28109
Nocardia vermiculata,29.0,0.0,257274
Crenobacter luteus,40.0,0.0,1452487
Kribbella solani,29.0,0.0,236067
Klebsiella pneumoniae pneumoniae O4,30.0,0.0,
Acrocarpospora macrocephala,28.0,0.0,150177
Lactobacillus apinorum,35.0,0.0,1218495
Rhizobium borbori,30.0,0.0,485907
Pseudomonas delhiensis,33.5,0.0,366289
Saccharopolyspora antimicrobica,28.0,0.0,455193
Streptomyces anandii,28.0,0.0,285454
Microbacterium indicum,26.5,0.0,358100
Streptomyces caeruleatus,28.0,0.0,661399
Streptomyces tacrolimicus,23.0,0.0,330919
Thermococcus gammatolerans,88.0,0.0,187878
Glycomyces anabasis,28.0,0.0,1840412
Flavobacterium terrae,30.0,0.0,415425
Kurthia gibsonii,30.0,0.5555555555555566,33946
Bacillus thuringiensis  ostriniae,0.0,0.0,
Rubellimicrobium thermophilum,46.5,0.0,295419
Herbaspirillum sp.,28.5,1.4345238096666653,1890675
Glutamicibacter bergerei,31.25,2.25,256702
Streptomyces rameus,28.0,0.0,68261
Xenorhabdus japonica,29.0,0.0,53341
Rosenbergiella nectarea,28.0,0.0,988801
Planococcus rifietoensis,32.5,0.0,200991
Rhodovulum aestuarii,30.0,0.0,1671555
Lactococcus fujiensis,37.0,0.0,610251
Aspergillus wentii,26.0,0.0,5066
Acetobacter estunensis,28.0,0.0,104097
Pseudomonas viridiflava,27.0,0.4,33069
Bacillus zvezdaensis,37.0,0.0,
Halomonas koreensis,37.0,0.0,245385
Nocardia fusca,30.0,0.0,941183
Streptomyces rubrireticuli,24.0,1.0,
Shigella dysenteriae 9,30.0,0.0,
Gomphonema gracile,15.0,0.0,1133656
Promicromonospora sukumoe,28.0,0.0,88382
Rhodobium gokarnense,27.5,0.0,364296
Campylobacter sp.,20.0,0.0,205
Sphingobium fontiphilum,28.0,0.0,944425
Bacillus endophyticus,30.0,0.0,135735
Leuconostoc lactis,28.33333333333333,2.31010101021212,1246
Alcanivorax borkumensis,29.0,0.0,59754
Lactobacillus herbarum,30.0,0.0,1670446
Thermococcus zilligii,75.0,0.0,54076
Yarrowia lipolytica,25.0,0.0,4952
Burkholderia gladioli,31.66666666666667,2.565656565878786,28095
Mesotaenium kramstae,20.0,0.0,184486
Leptospira weilii Celledoni,29.0,0.0,
Hyperthermus butylicus DSM 5456,100.5,0.0,415426
Biostraticola tofi,26.5,0.0,466109
Capnocytophaga canis,37.0,0.0,1848903
