level1	level2	level3	function	ERR599063	ERR599115	ERR599105	ERR3589586	ERR599052	ERR598981	ERR599048	ERR3589593	ERR598964	ERR599020	ERR599125	ERR598963	ERR598989	ERR599076	ERR599176
Environmental Information Processing	Signal Transduction	04020 Calcium signaling pathway [PATH:ko04020]	RYR3; ryanodine receptor 3	0	0	4	0	0	0	3	0	2	0	4	0	0	0	0
Genetic Information Processing	Translation	03013 RNA transport [PATH:ko03013]	SAP18; histone deacetylase complex subunit SAP18	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	SAR1; GTP-binding protein SAR1 [EC:3.6.5.-]	7	3	26	0	11	0	11	15	0	18	5	65	12	0	24
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	SARDH; sarcosine dehydrogenase [EC:1.5.8.3]	3968	2967	1930	0	4277	3736	2228	3124	3797	3538	2615	3423	4082	0	7076
Genetic Information Processing	Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	"SARS, serS; seryl-tRNA synthetase [EC:6.1.1.11]"	7242	6127	4362	7	6683	6522	5644	5937	6480	6396	4890	6325	6876	70	6664
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SART1, HAF, SNU66; U4/U6.U5 tri-snRNP-associated protein 1"	5	5	24	0	3	0	9	8	6	12	12	37	8	0	8
Metabolism	Lipid metabolism	00100 Steroid biosynthesis [PATH:ko00100]	"SC5DL, ERG3; lathosterol oxidase [EC:1.14.21.6]"	0	3	2	0	1	2	3	8	3	7	7	21	2	0	1
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"SCC1, MCD1, RAD21; cohesin complex subunit SCC1"	0	0	5	0	1	0	2	4	0	5	3	30	0	0	2
Cellular Processes	Cell growth and death	04111 Cell cycle - yeast [PATH:ko04111]	"SCC2, NIPBL; cohesin loading factor subunit SCC2"	2	2	1	0	0	0	8	6	1	2	2	43	3	0	7
Metabolism	Lipid metabolism	01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]	"SCD, desC; stearoyl-CoA desaturase (delta-9 desaturase) [EC:1.14.19.1]"	991	544	906	0	1143	564	1172	721	409	613	494	574	1049	0	399
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	SCJ1; DnaJ-related protein SCJ1	11	9	5	0	16	6	10	7	17	12	4	23	5	3	1
Metabolism	Metabolism of other amino acids	00450 Selenocompound metabolism [PATH:ko00450]	SCLY; selenocysteine lyase [EC:4.4.1.16]	1	2	0	0	0	3	2	2	2	1	2	1	2	0	0
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	"SCP2, SCPX; sterol carrier protein 2 [EC:2.3.1.176]"	30	66	27	6	33	43	28	51	32	31	47	29	22	2	10
Environmental Information Processing	Signaling molecules and interaction	04512 ECM-receptor interaction [PATH:ko04512]	SDC1; syndecan 1	0	1	6	0	1	0	2	1	0	2	16	5	2	0	1
Human Diseases	Neurodegenerative diseases	05010 Alzheimer's disease [PATH:ko05010]	"SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]"	1012	505	732	5	964	572	540	360	657	573	324	1004	1124	2	635
Human Diseases	Neurodegenerative diseases	05010 Alzheimer's disease [PATH:ko05010]	"SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]"	281	92	145	0	220	149	119	74	77	123	68	273	302	0	93
Human Diseases	Neurodegenerative diseases	05010 Alzheimer's disease [PATH:ko05010]	"SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"	9	1	12	0	9	1	4	3	4	9	1	18	5	0	0
Human Diseases	Neurodegenerative diseases	05010 Alzheimer's disease [PATH:ko05010]	"SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit"	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	03060 Protein export [PATH:ko03060]	"SEC11, sipW; signal peptidase, endoplasmic reticulum-type [EC:3.4.-.-]"	2	354	20	0	12	121	149	257	330	210	154	71	11	0	6
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	SEC13; protein transport protein SEC13	2	0	7	0	4	0	11	1	2	5	2	37	13	0	17
Cellular Processes	Transport and catabolism	04145 Phagosome [PATH:ko04145]	SEC22; vesicle transport protein SEC22	0	0	6	0	0	0	12	0	0	0	12	13	0	0	2
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	SEC23; protein transport protein SEC23	6	5	37	0	20	0	25	4	4	34	9	206	22	0	40
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	SEC24; protein transport protein SEC24	2	2	13	0	15	0	6	8	4	17	12	108	12	0	17
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	SEC31; protein transport protein SEC31	0	1	2	0	5	0	6	3	3	11	4	54	5	0	8
Cellular Processes	Transport and catabolism	04145 Phagosome [PATH:ko04145]	SEC61A; protein transport protein SEC61 subunit alpha	8	636	85	0	48	122	254	163	597	374	252	280	63	0	77
Cellular Processes	Transport and catabolism	04145 Phagosome [PATH:ko04145]	"SEC61B, SBH2; protein transport protein SEC61 subunit beta"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cellular Processes	Transport and catabolism	04145 Phagosome [PATH:ko04145]	"SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins"	3	0	1	0	0	0	0	0	0	1	0	10	3	0	3
Genetic Information Processing	"Folding, sorting and degradation"	03060 Protein export [PATH:ko03060]	SEC62; translocation protein SEC62	0	0	0	0	0	0	1	0	0	3	0	13	2	0	1
Genetic Information Processing	"Folding, sorting and degradation"	03060 Protein export [PATH:ko03060]	SEC63; translocation protein SEC63	5	0	9	0	5	3	7	2	2	8	5	45	10	0	2
Genetic Information Processing	Translation	03013 RNA transport [PATH:ko03013]	SEH1; nucleoporin SEH1	16	19	174	0	19	5	140	117	15	16	78	56	19	0	74
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	"SEL1, SEL1L; SEL1 protein"	0	0	3	0	0	3	1	3	7	14	1	29	3	0	4
Genetic Information Processing	Translation	00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]	SEPSECS; O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2]	0	3	12	0	7	0	7	4	10	12	6	36	6	0	7
Organismal Systems	Environmental adaptation	04626 Plant-pathogen interaction [PATH:ko04626]	"SERK4, BKK1; somatic embryogenesis receptor kinase 4 [EC:2.7.10.1 2.7.11.1]"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Organismal Systems	Immune system	04610 Complement and coagulation cascades [PATH:ko04610]	"SERPINA1, AAT; alpha-1-antitrypsin"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Human Diseases	Infectious diseases	05146 Amoebiasis [PATH:ko05146]	SERPINB; serpin B	0	36	2	0	6	37	11	10	25	10	45	2	1	0	0
Cellular Processes	Cell growth and death	04115 p53 signaling pathway [PATH:ko04115]	"SERPINE1, PAI1; plasminogen activator inhibitor-1"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Human Diseases	Infectious diseases	05133 Pertussis [PATH:ko05133]	"SERPING1, C1INH; C1 inhibitor"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cellular Processes	Cell growth and death	04115 p53 signaling pathway [PATH:ko04115]	SESN; sestrin	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2
Metabolism	Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	"SETD1, SET1; histone-lysine N-methyltransferase SETD1 [EC:2.1.1.43]"	7	3	10	0	7	1	2	9	4	6	3	11	24	0	10
Metabolism	Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	"SETD2, SET2; histone-lysine N-methyltransferase SETD2 [EC:2.1.1.43]"	0	3	7	0	3	0	10	10	5	0	11	25	3	0	2
Metabolism	Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	SETD7; histone-lysine N-methyltransferase SETD7 [EC:2.1.1.43]	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Metabolism	Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	SETD8; histone-lysine N-methyltransferase SETD8 [EC:2.1.1.43]	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Metabolism	Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	SETDB; histone-lysine N-methyltransferase SETDB [EC:2.1.1.43]	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
Metabolism	Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	SETMAR; histone-lysine N-methyltransferase SETMAR [EC:2.1.1.43]	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3A1, SAP114; splicing factor 3A subunit 1"	3	6	5	0	4	0	10	1	0	5	1	39	6	0	4
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3A2, SAP62; splicing factor 3A subunit 2"	3	7	24	1	6	0	6	6	1	5	6	55	0	0	15
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3A3, SAP61, PRP9; splicing factor 3A subunit 3"	3	3	14	0	0	0	6	3	3	9	5	53	8	0	17
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3B1, SAP155; splicing factor 3B subunit 1"	36	18	106	0	79	6	44	52	19	68	18	339	77	0	101
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	SF3B14; pre-mRNA branch site protein p14	5	0	11	0	5	0	4	11	4	4	0	29	8	0	17
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3B2, SAP145, CUS1; splicing factor 3B subunit 2"	7	0	35	0	25	0	8	5	5	11	6	63	20	0	19
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3B3, SAP130, RSE1; splicing factor 3B subunit 3"	16	21	92	0	33	4	48	34	10	44	25	198	47	0	60
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3B4, SAP49; splicing factor 3B subunit 4"	0	5	26	0	14	1	10	2	1	22	9	92	7	0	15
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SF3B5, SF3B10; splicing factor 3B subunit 5"	1	0	10	0	4	1	1	3	0	2	0	11	5	0	1
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	SFN; stratifin	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Signal transduction	04310 Wnt signaling pathway [PATH:ko04310]	SFRP2; secreted frizzled-related protein 2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SFRS1_9; splicing factor, arginine/serine-rich 1/9"	1	2	3	0	1	0	0	0	0	0	1	11	0	0	1
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SFRS2; splicing factor, arginine/serine-rich 2"	0	0	0	0	0	0	0	1	0	2	1	1	2	0	0
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SFRS4_5_6; splicing factor, arginine/serine-rich 4/5/6"	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
Genetic Information Processing	Transcription	03040 Spliceosome [PATH:ko03040]	"SFRS7; splicing factor, arginine/serine-rich 7"	0	0	1	0	1	0	0	1	0	2	0	2	0	0	0
Cellular Processes	Transport and catabolism	04145 Phagosome [PATH:ko04145]	"SFTPD, SFTP4; surfactant, pulmonary-associated protein D"	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0
Environmental Information Processing	Signal transduction	04151 PI3K-Akt signaling pathway [PATH:ko04151]	SGK1; serum/glucocorticoid-regulated kinase 1 [EC:2.7.11.1]	0	0	1	0	0	0	2	4	0	1	0	2	2	0	1
Cellular Processes	Cell growth and death	04113 Meiosis - yeast [PATH:ko04113]	SGO1; shugoshin	0	1	2	0	0	0	1	0	0	1	2	1	3	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	SGSH; N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]	2	13	2	0	14	14	2	3	13	3	21	3	1	0	3
Genetic Information Processing	"Folding, sorting and degradation"	03050 Proteasome [PATH:ko03050]	"SHFM1, DSS1; 26 proteasome complex subunit DSS1"	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
Environmental Information Processing	Signal transduction	04011 MAPK signaling pathway - yeast [PATH:ko04011]	SHO1; SHO1 osmosensor	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	"SHP1, UBX1, NSFL1C; UBX domain-containing protein 1"	0	0	3	0	1	0	1	0	1	4	0	24	0	0	1
Metabolism	Carbohydrate metabolism	00052 Galactose metabolism [PATH:ko00052]	"SI; sucrase-isomaltase / oligo-1,6-glucosidase [EC:3.2.1.48 3.2.1.10]"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"SIAT1, ST6GAL1; beta-galactoside alpha-2,6-sialyltransferase (sialyltransferase 1) [EC:2.4.99.1]"	0	2	0	0	0	1	0	1	1	1	0	2	1	0	1
Metabolism	Glycan biosynthesis and metabolism	00601 Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	"SIAT10, ST3GAL6; beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 10) [EC:2.4.99.10]"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"SIAT2, ST6GAL2; beta-galactoside alpha2,6-sialyltransferase (sialyltransferase 2) [EC:2.4.99.1]"	0	0	0	0	1	0	1	0	0	0	0	17	1	0	1
Metabolism	Glycan biosynthesis and metabolism	00512 Mucin type O-glycan biosynthesis [PATH:ko00512]	"SIAT4A; beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4A) [EC:2.4.99.4]"	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1
Metabolism	Glycan biosynthesis and metabolism	00512 Mucin type O-glycan biosynthesis [PATH:ko00512]	"SIAT4B; beta-galactoside alpha-2,3-sialyltransferase (sialyltransferase 4B) [EC:2.4.99.4]"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Metabolism	Glycan biosynthesis and metabolism	00512 Mucin type O-glycan biosynthesis [PATH:ko00512]	"SIAT7A, ST6GalNAc I; alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7A) [EC:2.4.99.3]"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Human Diseases	Infectious diseases	05111 Vibrio cholerae pathogenic cycle [PATH:ko05111]	"SIG2, rpoS; RNA polymerase nonessential primary-like sigma factor"	1118	205	1208	0	894	432	1106	231	127	421	182	525	1249	0	369
Genetic Information Processing	Transcription	03020 RNA polymerase [PATH:ko03020]	"SIG3.2, rpoE; RNA polymerase sigma-70 factor, ECF subfamily"	4156	1682	2079	0	3984	2193	2191	2243	2168	2449	1251	3181	3819	0	4229
Genetic Information Processing	Transcription	03020 RNA polymerase [PATH:ko03020]	"SIG3.3.1, rpoH; RNA polymerase sigma-32 factor"	0	6	1	0	3	21	4	0	5	1	7	12	4	0	0
Genetic Information Processing	Transcription	03020 RNA polymerase [PATH:ko03020]	"SIG3.3.2, sigB; RNA polymerase sigma-B factor"	0	4	0	0	0	0	0	3	0	2	4	0	0	0	0
Genetic Information Processing	Transcription	03020 RNA polymerase [PATH:ko03020]	SIG3.4; RNA polymerase sporulation-specific sigma factor	12	35	9	0	11	26	8	34	36	17	57	12	20	0	0
Environmental Information Processing	Signal transduction	02020 Two-component system [PATH:ko02020]	"SIG54, rpoN; RNA polymerase sigma-54 factor"	1138	877	622	0	1101	1025	1184	1042	796	957	911	648	827	0	1999
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	"SIL1, SLS1; nucleotide exchange factor SIL1"	1	1	0	0	0	1	0	0	0	0	0	4	0	0	0
Human Diseases	Cancers	05202 Transcriptional misregulation in cancers [PATH:ko05202]	SIN3A; paired amphipathic helix protein Sin3a	2	5	16	0	6	0	7	9	2	13	7	104	20	0	25
Genetic Information Processing	Translation	03013 RNA transport [PATH:ko03013]	"SIP1, GEMIN2; survival of motor neuron protein-interacting protein 1"	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	"SKI2, SKIV2L; antiviral helicase SKI2 [EC:3.6.4.-]"	69	35	148	0	155	26	74	57	29	37	25	163	112	0	15
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	"SKI3, TTC37; superkiller protein 3"	139	28	1	0	0	7	55	1	32	19	33	54	2	0	0
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"SKP1, CBF3D; S-phase kinase-associated protein 1"	11	6	41	0	20	1	20	10	4	2	13	28	20	0	204
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"SKP2, FBXL1; F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Organismal Systems	Digestive system	04976 Bile secretion [PATH:ko04976]	"SLC10A2, ASBT; solute carrier family 10 (sodium/bile acid cotransporter), member 2"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	"SLC11A, NRAMP; natural resistance-associated macrophage protein"	0	0	21	0	7	0	19	5	5	6	1	21	8	0	22
Human Diseases	Infectious diseases	05110 Vibrio cholerae infection [PATH:ko05110]	"SLC12A2, NKCC1; solute carrier family 12 (sodium/potassium/chloride transporter), member 2"	5	5	11	0	10	4	6	7	4	6	4	15	8	0	14
Organismal Systems	Excretory system	04966 Collecting duct acid secretion [PATH:ko04966]	"SLC12A7, KCC4; solute carrier family 12 (potassium/chloride transporter), member 7"	0	0	4	0	1	0	0	0	0	0	0	7	1	0	2
Organismal Systems	Digestive system	04974 Protein digestion and absorption [PATH:ko04974]	"SLC15A1, PEPT1; solute carrier family 15 (oligopeptide transporter), member 1"	3	7	1	0	3	10	8	5	10	8	14	2	5	0	0
Organismal Systems	Digestive System	04974 Protein digestion and absorption [PATH:ko04974]	"SLC16A10; MFS transporter, MCP family, solute carrier family 16 (monocarboxylic acid transporters), member 10"	0	4	0	0	0	2	3	5	2	2	11	0	0	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	"SLC17A5; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 5"	10	2	5	0	16	4	4	3	5	10	4	0	4	0	6
Human Diseases	Neurodegenerative diseases	05012 Parkinson's disease [PATH:ko05012]	"SLC18A1_2, VMAT; MFS transporter, DHA1 family, solute carrier family 18 (vesicular amine transporter), member 1/2"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Organismal Systems	Digestive system	04974 Protein digestion and absorption [PATH:ko04974]	"SLC1A1, EAAT3; solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter), member 1"	2	6	6	0	1	16	6	13	13	9	5	9	5	0	1
Human Diseases	Neurodegenerative diseases	05014 Amyotrophic lateral sclerosis (ALS) [PATH:ko05014]	"SLC1A2, EAAT2; solute carrier family 1 (glial high affinity glutamate transporter), member 2"	9	20	4	0	6	40	7	6	21	11	10	8	6	0	0
Organismal Systems	Digestive system	04974 Protein digestion and absorption [PATH:ko04974]	"SLC1A5; solute carrier family 1 (neutral amino acid transporter), member 5"	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
Organismal Systems	Sensory system	04744 Phototransduction [PATH:ko04744]	"SLC24A1, NCKX1; solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"	0	6	102	0	8	2	5	1	1	5	5	14	12	0	13
Organismal Systems	Excretory system	04964 Proximal tubule bicarbonate reclamation [PATH:ko04964]	"SLC25A10, DIC; solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10"	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	"SLC25A17, PMP34; solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"	0	0	0	0	0	0	1	1	1	1	1	11	0	0	0
Environmental Information Processing	Signal transduction	04020 Calcium signaling pathway [PATH:ko04020]	"SLC25A4S, ANT; solute carrier family 25 (mitochondrial adenine nucleotide translocator), member 4/5/6/31"	18	6	39	1	24	0	37	9	7	27	3	84	32	0	21
Organismal Systems	Endocrine system	03320 PPAR signaling pathway [PATH:ko03320]	"SLC27A1_4, FATP1, FATP4; solute carrier family 27 (fatty acid transporter), member 1/4 [EC:6.2.1.-]"	42	11	23	0	80	3	26	14	8	20	2	18	55	0	43
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	"SLC27A2, FACVL1, FATP2; solute carrier family 27 (fatty acid transporter), member 2 [EC:6.2.1.- 6.2.1.3]"	13	3	14	0	24	1	1	8	2	3	2	9	9	0	3
Metabolism	Lipid metabolism	00120 Primary bile acid biosynthesis [PATH:ko00120]	"SLC27A5, FATP5; solute carrier family 27 (fatty acid transporter), member 5 [EC:6.2.1.7]"	0	0	1	0	2	0	0	0	0	1	1	5	1	0	1
Organismal Systems	Endocrine system	03320 PPAR signaling pathway [PATH:ko03320]	"SLC27A6, FATP6; solute carrier family 27 (fatty acid transporter), member 6"	1	3	9	0	13	1	4	1	1	4	1	16	14	0	5
Environmental Information Processing	Signal transduction	04066 HIF-1 signaling pathway [PATH:ko04066]	"SLC2A1, GLUT1; MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 1"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
